% Model:              AC -220722 - Compressor.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 22 2022, 20:34
% Dimension:          1
% Nodes:              1601
% Expressions:        1
% Description:        Global
% freq (Hz)               2DX, arg(Z<sub>ac</sub>)
364.1245827681181         -90
365.1741272548377         -90
366.2266969249197         -90
367.2823004980846         -90
368.34094671918604        -90
369.4026443582834         -90
370.46740221071576        -90
371.53522909717276        -90
372.6061338637685         -90
373.6801253821156         -90
374.7572125493981         -90
375.8374042884443         -90
376.92070954780155        -90
378.0071373018112         -90
379.0966965506808         -90
380.1893963205613         -90
381.2852456636187         -90
382.38425365811264        -90
383.4864294084684         -90
384.5917820453535         -90
385.70032072575503        -90
386.81205463305207        -90
387.92699297709544        -90
389.04514499428046        -90
390.166519947627          -90
391.2911271268532         -90
392.4189758484536         -90
393.55007545577723        -90
394.68443531910424        -90
395.82206483572264        -90
396.96297343000685        -90
398.1071705534973         -90
399.25466568497603        -90
400.4054683305464         -90
401.5595880237129         -90
402.71703432545905        -90
403.87781682432615        -90
405.0419451364931         -90
406.20942890585746        -90
407.3802778041126         -90
408.55450153083103        -90
409.73210981354134        -90
410.9131124078122         -90
412.0975190973304         -90
413.28533969398285        -90
414.4765840379393         -90
415.67126199773094        -90
416.8693834703355         -90
418.0709583812558         -90
419.2759966846055         -90
420.4845083631883         -90
421.6965034285823         -90
422.91199192122343        -90
424.1309839104881         -90
425.35348949477566        -90
426.57951880159254        -90
427.80908198763814        -90
429.0421892388857         -90
430.2788507706685         -90
431.519076827765          -90
432.76287768448304        -90
434.010263644744          -90
435.26124504216904        -90
436.5158322401661         -90
437.7740356320125         -90
439.03586564094473        -90
440.30133272024125        -90
441.57044735331255        -90
442.8432200537849         -90
444.1196613655889         -90
445.39978186304796        -90
446.683592150963          -90
447.97110286470377        -90
449.26232467029325        -90
450.5572682644998         -90
451.8559443749226         -90
453.1583637600818         -90
454.4645372095085         -90
455.7744755438333         -90
457.0881896148752         -90
458.405690305732          -90
459.7269885308723         -90
461.0520952362227         -90
462.38102139926036        -90
463.71377802910433        -90
465.05037616660627        -90
466.3908268844408         -90
467.73514128719813        -90
469.0833305114774         -90
470.435405725976          -90
471.79137813158536        -90
473.15125896148027        -90
474.5150594812158         -90
475.8827909888171         -90
477.2544648148744         -90
478.6300923226385         -90
480.00968490811147        -90
481.39325400014485        -90
482.7808110605305         -90
484.1723675840994         -90
485.5679350988136         -90
486.9675251658631         -90
488.37114937976247        -90
489.77881936844614        -90
491.1905467933636         -90
492.6063433495771         -90
494.0262207658599         -90
495.45019080479057        -90
496.87826526285176        -90
498.3104559705293         -90
499.7467747924086         -90
501.18723362727246        -90
502.63184440820055        -90
504.0806191026696         -90
505.53356971264895        -90
506.99070827470445        -90
508.4520468600936         -90
509.9175975748702         -90
511.3873725599802         -90
512.8613839913648         -90
514.3396440800623         -90
515.8221650723056         -90
517.3089592496281         -90
518.8000389289609         -90
520.2954164627397         -90
521.7951042390025         -90
523.2991146814946         -90
524.8074602497722         -90
526.3201534393047         -90
527.8372067815769         -90
529.3586328441943         -90
530.8844442309885         -90
532.4146535821184         -90
533.9492735741767         -90
535.4883169202959         -90
537.0317963702527         -90
538.5797247105721         -90
540.1321147646348         -90
541.688979392785          -90
543.250331492433          -90
544.8161839981667         -90
546.386549881854          -90
547.9614421527547         -90
549.5408738576248         -90
551.1248580808259         -90
552.7134079444351         -90
554.3065366083505         -90
555.9042572704037         -90
557.5065831664657         -90
559.1135275705602         -90
560.72510379497           -90
562.341325190349          -90
563.962205145834          -90
565.5877570891539         -90
567.2179944867406         -90
568.8529308438414         -90
570.4925797046321         -90
572.1369546523267         -90
573.7860693092911         -90
575.4399373371566         -90
577.0985724369333         -90
578.7619883491209         -90
580.4301988538248         -90
582.1032177708715         -90
583.7810589599193         -90
585.4637363205773         -90
587.1512637925164         -90
588.843655355589          -90
590.5409250299413         -90
592.2430868761305         -90
593.9501549952438         -90
595.6621435290103         -90
597.3790666599235         -90
599.1009386113537         -90
600.8277736476707         -90
602.5595860743581         -90
604.2963902381329         -90
606.038200527066          -90
607.7850313707005         -90
609.5368972401693         -90
611.2938126483169         -90
613.0557921498208         -90
614.8228503413089         -90
616.5950018614822         -90
618.372261391237          -90
620.1546436537853         -90
621.9421634147765         -90
623.7348354824192         -90
625.5326747076073         -90
627.3356959840379         -90
629.14391424834           -90
630.957344480193          -90
632.7760017024558         -90
634.5999009812872         -90
636.429057426272          -90
638.263486190549          -90
640.1032024709307         -90
641.948221508036          -90
643.7985585864097         -90
645.6542290346556         -90
647.5152482255579         -90
649.3816315762114         -90
651.2533945481495         -90
653.1305526474723         -90
655.0131214249725         -90
656.9011164762662         -90
658.794553441924          -90
660.6934480075964         -90
662.5978159041462         -90
664.5076729077792         -90
666.4230348401749         -90
668.3439175686149         -90
670.2703370061167         -90
672.2023091115669         -90
674.1398498898492         -90
676.0829753919819         -90
678.0317017152456         -90
679.9860450033224         -90
681.9460214464241         -90
683.9116472814293         -90
685.882938792019          -90
687.8599123088075         -90
689.8425842094827         -90
691.8309709189363         -90
693.8250889094057         -90
695.8249547006056         -90
697.8305848598663         -90
699.841996002273          -90
701.8592047908021         -90
703.8822279364571         -90
705.9110821984092         -90
707.945784384138          -90
709.9863513495665         -90
712.0327999992026         -90
714.085147286281          -90
716.143410212902          -90
718.2076058301709         -90
720.2777512383407         -90
722.353863586956          -90
724.4359600749899         -90
726.5240579509924         -90
728.6181745132274         -90
730.7183271098219         -90
732.8245331389045         -90
734.9368100487516         -90
737.0551753379347         -90
739.1796465554595         -90
741.3102413009177         -90
743.4469772246266         -90
745.5898720277816         -90
747.7389434625969         -90
749.8942093324558         -90
752.0556874920588         -90
754.2233958475707         -90
756.3973523567668         -90
758.5775750291835         -90
760.7640819262703         -90
762.9568911615336         -90
765.1560209006901         -90
767.3614893618186         -90
769.573314815509          -90
771.7915155850127         -90
774.0161100463954         -90
776.247116628692          -90
778.4845538140535         -90
780.728440137907          -90
782.978794189102          -90
785.2356346100718         -90
787.4989800969814         -90
789.7688493998855         -90
792.0452613228858         -90
794.3282347242813         -90
796.617788516731          -90
798.9139416674041         -90
801.2167131981433         -90
803.5261221856177         -90
805.8421877614818         -90
808.1649291125368         -90
810.4943654808874         -90
812.8305161640995         -90
815.1734005153622         -90
817.5230379436501         -90
819.8794479138794         -90
822.2426499470712         -90
824.6126636205156         -90
826.9895085679318         -90
829.3732044796288         -90
831.7637711026708         -90
834.1612282410431         -90
836.5655957558099         -90
838.9768935652859         -90
841.3951416451947         -90
843.8203600288408         -90
846.2525688072697         -90
848.6917881294366         -90
851.1380382023768         -90
853.5913392913657         -90
856.0517117200949         -90
858.5191758708328         -90
860.9937521846008         -90
863.4754611613363         -90
865.9643233600654         -90
868.4603593990746         -90
870.9635899560806         -90
873.4740357683985         -90
875.991717633117          -90
878.516656407272          -90
881.0488730080147         -90
883.5883884127875         -90
886.1352236594994         -90
888.6893998466987         -90
891.2509381337459         -90
893.8198597409905         -90
896.3961859499502         -90
898.97993810348           -90
901.571137605957          -90
904.1698059234501         -90
906.775964583905          -90
909.3896351773163         -90
912.0108393559096         -90
914.6395988343227         -90
917.2759353897794         -90
919.9198708622777         -90
922.5714271547629         -90
925.2306262333165         -90
927.8974901273317         -90
930.572040929699          -90
933.2543007969905         -90
935.9442919496422         -90
938.6420366721355         -90
941.3475573131847         -90
944.0608762859235         -90
946.7820160680869         -90
949.5109992021983         -90
952.2478482957596         -90
954.992586021436          -90
957.7452351172416         -90
960.5058183867304         -90
963.2743586991879         -90
966.0508789898131         -90
968.8354022599171         -90
971.6279515771058         -90
974.428550075478          -90
977.2372209558112         -90
980.053987485756          -90
982.8788730000325         -90
985.711900900616          -90
988.553094656939          -90
991.4024778060783         -90
994.2600739529568         -90
997.1259067705331         -90
1000                      -90
1002.8823774509835        -90
1005.7730630017381        -90
1008.672080599342         -90
1011.5794542598983        -90
1014.4952080687364        -90
1017.4193661806056        -90
1020.3519528198785        -90
1023.2929922807537        -90
1026.2425089274543        -90
1029.2005271944286        -90
1032.1670715865541        -90
1035.1421666793442        -90
1038.125837119144         -90
1041.1181076233397        -90
1044.119002980564         -90
1047.1285480508996        -90
1050.1467677660837        -90
1053.173687129716         -90
1056.209331217468         -90
1059.2537251772887        -90
1062.306894229611         -90
1065.368863667563         -90
1068.4396588571794        -90
1071.519305237607         -90
1074.6078283213176        -90
1077.7052536943213        -90
1080.8116070163774        -90
1083.9269140212039        -90
1087.051200516693         -90
1090.184492385128         -90
1093.3268155833919        -90
1096.4781961431852        -90
1099.6386601712434        -90
1102.808233849552         -90
1105.98694343556          -90
1109.174815262401         -90
1112.3718757391132        -90
1115.5781513508532        -90
1118.7936686591167        -90
1122.018454301963         -90
1125.2525349942316        -90
1128.4959375277622        -90
1131.7486887716188        -90
1135.0108156723143        -90
1138.282345254032         -90
1141.563304618846         -90
1144.8537209469496        -90
1148.1536214968828        -90
1151.463033605752         -90
1154.781984689458         -90
1158.1105022429292        -90
1161.4486138403427        -90
1164.7963471353532        -90
1168.1537298613243        -90
1171.5207898315603        -90
1174.8975549395302        -90
1178.2840531591037        -90
1181.6803125447832        -90
1185.0863612319347        -90
1188.502227437019         -90
1191.927939457827         -90
1195.3635256737189        -90
1198.8090145458502        -90
1202.2644346174131        -90
1205.7298145138739        -90
1209.2051829432085        -90
1212.6905686961377        -90
1216.1860006463678        -90
1219.691507750833         -90
1223.2071190499325        -90
1226.7328636677646        -90
1230.268770812381         -90
1233.8148697760212        -90
1237.3711899353532        -90
1240.9377607517197        -90
1244.5146117713844        -90
1248.101772625775         -90
1251.6992730317256        -90
1255.3071427917248        -90
1258.9254117941675        -90
1262.5541100135945        -90
1266.1932675109442        -90
1269.8429144338052        -90
1273.5030810166616        -90
1277.1737975811434        -90
1280.8550945362783        -90
1284.5470023787486        -90
1288.249551693135         -90
1291.9627731521748        -90
1295.686697517019         -90
1299.4213556374827        -90
1303.1667784523           -90
1306.9229969893818        -90
1310.6900423660759        -90
1314.4679457894233        -90
1318.2567385564075        -90
1322.0564520542296        -90
1325.8671177605595        -90
1329.6887672437945        -90
1333.521432163324         -90
1337.3651442697949        -90
1341.219935405371         -90
1345.0858375039943        -90
1348.9628825916532        -90
1352.8511027866507        -90
1356.7505302998625        -90
1360.661197435009         -90
1364.583136588924         -90
1368.5163802518216        -90
1372.4609610075624        -90
1376.416911533926         -90
1380.3842646028852        -90
1384.3630530808705        -90
1388.3533099290457        -90
1392.3550682035834        -90
1396.3683610559376        -90
1400.3932217331137        -90
1404.4296835779473        -90
1408.4777800293846        -90
1412.5375446227554        -90
1416.6090109900438        -90
1420.6922128601816        -90
1424.7871840593193        -90
1428.8939585111036        -90
1433.0125702369628        -90
1437.1430533563898        -90
1441.2854420872234        -90
1445.439770745928         -90
1449.6060737478808        -90
1453.7843856076622        -90
1457.9747409393312        -90
1462.1771744567184        -90
1466.3917209737153        -90
1470.6184154045604        -90
1474.857292764125         -90
1479.1083881682073        -90
1483.3717368338255        -90
1487.6473740795032        -90
1491.9353353255647        -90
1496.235656094433         -90
1500.5483720109185        -90
1504.8735188025146        -90
1509.2111322996932        -90
1513.5612484362073        -90
1517.9239032493854        -90
1522.2991328804203        -90
1526.6869735746868        -90
1531.0874616820304        -90
1535.500633657068         -90
1539.926526059492         -90
1544.3651755543774        -90
1548.816618912481         -90
1553.2808930105448        -90
1557.758034831602         -90
1562.2480814652906        -90
1566.75107010815          -90
1571.2670380639343        -90
1575.7960227439235        -90
1580.3380616672318        -90
1584.893192461114         -90
1589.4614528612815        -90
1594.042880712218         -90
1598.6375139674853        -90
1603.2453906900419        -90
1607.86654905256          -90
1612.5010273377416        -90
1617.1488639386293        -90
1621.8100973589299        -90
1626.4847662133348        -90
1631.1729092278397        -90
1635.8745652400532        -90
1640.5897731995387        -90
1645.318572168125         -90
1650.0610013202286        -90
1654.8170999431813        -90
1659.5869074375596        -90
1664.370463317507         -90
1669.167807211058         -90
1673.978978860471         -90
1678.8040181225606        -90
1683.6429649690194        -90
1688.4958594867533        -90
1693.362741878217         -90
1698.2436524617442        -90
1703.1386316718776        -90
1708.047720059708         -90
1712.9709582932135        -90
1717.9083871575895        -90
1722.860047555588         -90
1727.8259805078628        -90
1732.806227153304         -90
1737.8008287493763        -90
1742.8098266724642        -90
1747.8332624182174        -90
1752.8711776018943        -90
1757.923613958693         -90
1762.990613344119         -90
1768.0722177343198        -90
1773.1684692264296        -90
1778.2794100389228        -90
1783.4050825119673        -90
1788.5455291077712        -90
1793.7007924109307        -90
1798.8709151287874        -90
1804.0559400917866        -90
1809.255910253822         -90
1814.4708686925965        -90
1819.7008586099826        -90
1824.9459233323773        -90
1830.2061063110568        -90
1835.4814511225402        -90
1840.7720014689564        -90
1846.0778011783943        -90
1851.3988942052722        -90
1856.7353246307055        -90
1862.0871366628676        -90
1867.454374637353         -90
1872.8370830175484        -90
1878.235306395004         -90
1883.649089489802         -90
1889.0784771509132        -90
1894.5235143565915        -90
1899.984246214733         -90
1905.4607179632483        -90
1910.9529749704404        -90
1916.4610627353852        -90
1921.9850268883038        -90
1927.5249131909366        -90
1933.0807675369272        -90
1938.6526359522077        -90
1944.2405645953681        -90
1949.8445997580454        -90
1955.4647878653102        -90
1961.1011754760475        -90
1966.753809283339         -90
1972.4227361148535        -90
1978.1080029332402        -90
1983.8096568365072        -90
1989.5277450584163        -90
1995.2623149688789        -90
2001.0134140743444        -90
2006.78109001819          -90
2012.5653905811187        -90
2018.3663636815597        -90
2024.1840573760633        -90
2030.0185198596844        -90
2035.8697994664071        -90
2041.7379446695295        -90
2047.6230040820647        -90
2053.525026457146         -90
2059.444060688437         -90
2065.3801558105292        -90
2071.3333609993483        -90
2077.303725572563         -90
2083.2912989899996        -90
2089.2961308540407        -90
2095.318270910042         -90
2101.357769046747         -90
2107.4146752966985        -90
2113.489039836648         -90
2119.5809129879735        -90
2125.6903452171077        -90
2131.817387135937         -90
2137.9620895022326        -90
2144.1245032200713        -90
2150.3046793402564        -90
2156.5026690607338        -90
2162.71852372702          -90
2168.9522948326353        -90
2175.2040340195244        -90
2181.473793078471         -90
2187.761623949552         -90
2194.0675787225537        -90
2200.3917096374           -90
2206.73406908459          -90
2213.0947096056366        -90
2219.473683893497         -90
2225.8710447930052        -90
2232.286845301314         -90
2238.72113856834          -90
2245.173977897192         -90
2251.645416744618         -90
2258.1355087214533        -90
2264.6443075930597        -90
2271.1718672797665        -90
2277.718241857322         -90
2284.283485557348         -90
2290.867652767775         -90
2297.4707980333           -90
2304.0929760558447        -90
2310.734241695            -90
2317.39464996848          -90
2324.0742560525787        -90
2330.7731152826364        -90
2337.4912831534903        -90
2344.228815319923         -90
2350.9857675971466        -90
2357.7621959612547        -90
2364.5581565496773        -90
2371.373705661655         -90
2378.20889975871          -90
2385.063795465105         -90
2391.9384495683134        -90
2398.83291901949          -90
2405.747260933951         -90
2412.681532591635         -90
2419.6357914375817        -90
2426.6100950824143        -90
2433.6045013028115        -90
2440.6190680419813        -90
2447.653853410146         -90
2454.708915685031         -90
2461.7843133123324        -90
2468.880104906209         -90
2475.9963492497727        -90
2483.13310529557          -90
2490.2904321660676        -90
2497.468389154143         -90
2504.6670357235853        -90
2511.886431509582         -90
2519.126636319197         -90
2526.3877101318953        -90
2533.669713100024         -90
2540.9727055493063        -90
2548.2967479793465        -90
2555.641901064137         -90
2563.0082256525557        -90
2570.3957827688646        -90
2577.804633613221         -90
2585.234839562191         -90
2592.6864621692453        -90
2600.159563165272         -90
2607.654204459099         -90
2615.170448137997         -90
2622.7083564681916        -90
2630.2679918953813        -90
2637.8494170452673        -90
2645.4526947240515        -90
2653.077887918968         -90
2660.7250597988086        -90
2668.394273714442         -90
2676.0855931993333        -90
2683.799081970073         -90
2691.534803926914         -90
2699.292823154296         -90
2707.0732039213576        -90
2714.8760106825025        -90
2722.701308077913         -90
2730.549160934083         -90
2738.4196342643613        -90
2746.3127932694956        -90
2754.2287033381663        -90
2762.1674300475224        -90
2770.1290391637326        -90
2778.113596642536         -90
2786.121168629772         -90
2794.1518214619387        -90
2802.205621666745         -90
2810.2826359636597        -90
2818.382931264455         -90
2826.5065746737687        -90
2834.653633489668         -90
2842.8241752041904        -90
2851.0182675039096        -90
2859.2359782705053        -90
2867.477375581316         -90
2875.7425277099           -90
2884.031503126606         -90
2892.344370499144         -90
2900.681198693156         -90
2909.042056772761         -90
2917.427014001166         -90
2925.836139841216         -90
2934.2695039559703        -90
2942.727176209282         -90
2951.209226666384         -90
2959.715725594465         -90
2968.246743463243         -90
2976.802350945557         -90
2985.3826189179604        -90
2993.987618461291         -90
3002.6174208612674        -90
3011.2720976090886        -90
3019.9517204020162        -90
3028.656361143965         -90
3037.3860919461044        -90
3046.140985127464         -90
3054.9211132155156        -90
3063.7265489467813        -90
3072.557365267445         -90
3081.413635333949         -90
3090.295432513592         -90
3099.2028303851466        -90
3108.1359027394733        -90
3117.0947235801286        -90
3126.0793671239558        -90
3135.0899078017387        -90
3144.126420258796         -90
3153.1889793555947        -90
3162.2776601683795        -90
3171.392537989798         -90
3180.5336883295204        -90
3189.701186914858         -90
3198.895109691397         -90
3208.115532823637         -90
3217.3625326956007        -90
3226.6361859114822        -90
3235.936569296281         -90
3245.263759896437         -90
3254.61783498046          -90
3263.998872039577         -90
3273.406948788383         -90
3282.842143165467         -90
3292.3045333340656        -90
3301.7941976827187        -90
3311.311214825911         -90
3320.855663604718         -90
3330.427623087463         -90
