% Model:              AC -220722 - Compressor.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 22 2022, 20:34
% Dimension:          1
% Nodes:              1601
% Expressions:        1
% Description:        Global
% freq (Hz)               2DX, arg(Z<sub>ac</sub>)
3340.0271725703833        -90
3349.6543915782795        -90
3359.3093598651526        -90
3368.992157414906         -90
3378.702864441983         -90
3388.4415613920273        -90
3398.2083289425595        -90
3408.003248003648         -90
3417.826399718576         -90
3427.6778654645045        -90
3437.557726853155         -90
3447.4660657314944        -90
3457.4029641823936        -90
3467.368504525317         -90
3477.362769317011         -90
3487.385841352184         -90
3497.43780366418          -90
3507.5187395256794        -90
3517.628732449394         -90
3527.767866188742         -90
3537.936224738549         -90
3548.133892335753         -90
3558.360953460096         -90
3568.617492834813         -90
3578.903595427346         -90
3589.2193464500497        -90
3599.564831360899         -90
3609.940135864167         -90
3620.3453459111824        -90
3630.780547701014         -90
3641.245827681181         -90
3651.741272548377         -90
3662.266969249197         -90
3672.8230049808462        -90
3683.4094671918606        -90
3694.0264435828335        -90
3704.6740221071577        -90
3715.3522909717276        -90
3726.061338637685         -90
3736.801253821156         -90
3747.572125493981         -90
3758.374042884443         -90
3769.207095478015         -90
3780.0713730181124        -90
3790.966965506812         -90
3801.8939632056126        -90
3812.852456636187         -90
3823.8425365811263        -90
3834.8642940846835        -90
3845.9178204535356        -90
3857.0032072575464        -90
3868.120546330525         -90
3879.269929770954         -90
3890.4514499428046        -90
3901.66519947627          -90
3912.911271268532         -90
3924.189758484536         -90
3935.5007545577723        -90
3946.8443531910425        -90
3958.2206483572263        -90
3969.629734300069         -90
3981.0717055349733        -90
3992.54665684976          -90
4004.0546833054636        -90
4015.5958802371288        -90
4027.170343254591         -90
4038.778168243262         -90
4050.419451364931         -90
4062.0942890585748        -90
4073.8027780411303        -90
4085.54501530831          -90
4097.321098135413         -90
4109.131124078122         -90
4120.975190973304         -90
4132.853396939829         -90
4144.7658403793885        -90
4156.712619977314         -90
4168.693834703355         -90
4180.709583812558         -90
4192.759966846054         -90
4204.8450836318825        -90
4216.965034285822         -90
4229.119919212234         -90
4241.309839104882         -90
4253.534894947757         -90
4265.795188015925         -90
4278.090819876381         -90
4290.4218923888575        -90
4302.788507706685         -90
4315.19076827765          -90
4327.62877684483          -90
4340.10263644744          -90
4352.6124504216905        -90
4365.158322401661         -90
4377.74035632013          -90
4390.358656409448         -90
4403.013327202412         -90
4415.704473533126         -90
4428.432200537849         -90
4441.1966136558885        -90
4453.997818630475         -90
4466.835921509635         -90
4479.711028647038         -90
4492.623246702932         -90
4505.572682644998         -90
4518.559443749226         -90
4531.583637600818         -90
4544.645372095085         -90
4557.744755438333         -90
4570.881896148751         -90
4584.05690305732          -90
4597.269885308723         -90
4610.520952362227         -90
4623.810213992603         -90
4637.137780291043         -90
4650.503761666063         -90
4663.908268844408         -90
4677.351412871981         -90
4690.833305114775         -90
4704.354057259765         -90
4717.913781315853         -90
4731.512589614803         -90
4745.1505948121585        -90
4758.827909888171         -90
4772.544648148744         -90
4786.30092322638          -90
4800.09684908112          -90
4813.932540001449         -90
4827.808110605305         -90
4841.7236758409945        -90
4855.679350988136         -90
4869.675251658631         -90
4883.711493797625         -90
4897.7881936844615        -90
4911.905467933636         -90
4926.063433495771         -90
4940.2622076585985        -90
4954.501908047905         -90
4968.782652628518         -90
4983.104559705293         -90
4997.467747924085         -90
5011.872336272725         -90
5026.318444082006         -90
5040.806191026696         -90
5055.335697126495         -90
5069.907082747044         -90
5084.5204686009365        -90
5099.175975748702         -90
5113.873725599802         -90
5128.613839913648         -90
5143.396440800618         -90
5158.2216507230605        -90
5173.089592496281         -90
5188.000389289609         -90
5202.954164627397         -90
5217.951042390026         -90
5232.991146814947         -90
5248.074602497723         -90
5263.201534393047         -90
5278.37206781577          -90
5293.586328441943         -90
5308.8444423098845        -90
5324.1465358211835        -90
5339.492735741766         -90
5354.88316920296          -90
5370.317963702527         -90
5385.797247105721         -90
5401.3211476463475        90
5416.8897939278495        90
5432.503314924336         90
5448.161839981668         90
5463.86549881854          90
5479.614421527547         90
5495.408738576249         90
5511.248580808258         90
5527.134079444346         90
5543.06536608351          90
5559.042572704037         90
5575.065831664657         90
5591.135275705602         90
5607.251037949701         90
5623.413251903491         90
5639.622051458339         90
5655.877570891539         90
5672.179944867406         90
5688.529308438413         90
5704.925797046321         90
5721.369546523268         90
5737.860693092911         90
5754.399373371566         90
5770.985724369332         90
5787.619883491208         90
5804.301988538248         90
5821.032177708716         90
5837.810589599199         90
5854.637363205773         90
5871.512637925163         90
5888.43655355589          90
5905.409250299413         90
5922.430868761306         90
5939.5015499524325        90
5956.62143529011          90
5973.790666599235         90
5991.0093861135365        90
6008.277736476708         90
6025.5958607435805        90
6042.963902381328         90
6060.38200527066          -90
6077.850313707005         -90
6095.368972401694         -90
6112.938126483169         -90
6130.557921498208         -90
6148.22850341309          -90
6165.9500186148225        -90
6183.7226139123695        -90
6201.546436537854         -90
6219.421634147764         -90
6237.348354824191         -90
6255.326747076073         -90
6273.356959840386         -90
6291.4391424834           -90
6309.57344480193          -90
6327.760017024558         -90
6345.999009812872         -90
6364.290574262721         -90
6382.6348619054825        -90
6401.032024709314         -90
6419.482215080359         -90
6437.985585864098         -90
6456.542290346556         -90
6475.152482255579         -90
6493.816315762113         -90
6512.533945481495         -90
6531.305526474723         -90
6550.1312142497245        -90
6569.011164762662         -90
6587.945534419239         -90
6606.9344800759645        -90
6625.978159041461         -90
6645.076729077792         -90
6664.230348401748         -90
6683.439175686149         -90
6702.703370061166         -90
6722.02309111567          -90
6741.398498898499         -90
6760.829753919819         -90
6780.317017152456         -90
6799.860450033224         -90
6819.460214464241         -90
6839.116472814293         -90
6858.829387920183         -90
6878.599123088082         -90
6898.425842094826         -90
6918.309709189362         -90
6938.250889094058         -90
6958.249547006057         -90
6978.305848598663         -90
6998.419960022731         -90
7018.592047908021         -90
7038.822279364571         -90
7059.110821984093         -90
7079.457843841381         -90
7099.863513495665         -90
7120.327999992026         -90
7140.85147286281          -90
7161.43410212902          -90
7182.076058301709         -90
7202.777512383406         -90
7223.53863586956          -90
7244.359600749906         -90
7265.240579509924         -90
7286.181745132274         -90
7307.183271098219         -90
7328.245331389045         -90
7349.368100487516         -90
7370.551753379339         -90
7391.796465554602         -90
7413.102413009177         -90
7434.469772246267         -90
7455.898720277816         -90
7477.389434625969         -90
7498.942093324558         -90
7520.556874920589         -90
7542.2339584757065        -90
7563.973523567667         -90
7585.775750291836         -90
7607.640819262703         -90
7629.568911615335         -90
7651.560209006901         -90
7673.614893618185         -90
7695.73314815509          -90
7717.915155850127         -90
7740.161100463954         -90
7762.4711662869195        -90
7784.845538140543         -90
7807.284401379069         -90
7829.787941891021         -90
7852.356346100718         -90
7874.9898009698145        -90
7897.688493998856         -90
7920.45261322885          -90
7943.282347242822         -90
7966.17788516731          -90
7989.13941667404          -90
8012.167131981434         -90
8035.261221856177         -90
8058.421877614818         -90
8081.649291125368         -90
8104.943654808873         -90
8128.305161640995         -90
8151.734005153622         -90
8175.230379436502         -90
8198.794479138794         -90
8222.426499470712         -90
8246.126636205156         -90
8269.895085679318         -90
8293.732044796288         -90
8317.63771102671          -90
8341.612282410431         -90
8365.655957558107         -90
8389.768935652859         -90
8413.951416451948         -90
8438.203600288409         -90
8462.525688072697         -90
8486.917881294366         -90
8511.380382023759         -90
8535.913392913666         -90
8560.517117200949         -90
8585.191758708328         -90
8609.937521846008         -90
8634.754611613364         -90
8659.643233600653         -90
8684.603593990747         -90
8709.635899560806         -90
8734.740357683986         -90
8759.91717633117          -90
8785.166564072719         -90
8810.488730080147         -90
8835.883884127874         -90
8861.352236594994         -90
8886.893998466987         -90
8912.509381337459         -90
8938.198597409906         -90
8963.961859499503         -90
8989.799381034809         -90
9015.711376059571         -90
9041.6980592345           -90
9067.759645839049         -90
9093.896351773164         -90
9120.108393559096         -90
9146.395988343218         -90
9172.759353897804         -90
9199.198708622776         -90
9225.71427154763          -90
9252.306262333164         -90
9278.974901273317         -90
9305.72040929699          -90
9332.543007969905         -90
9359.442919496421         -90
9386.420366721355         -90
9413.475573131846         -90
9440.608762859236         -90
9467.820160680869         -90
9495.109992021982         -90
9522.478482957596         -90
9549.92586021436          -90
9577.452351172416         -90
9605.058183867304         -90
9632.743586991879         -90
9660.50878989814          -90
9688.354022599171         -90
9716.279515771057         -90
9744.28550075478          -90
9772.372209558112         -90
9800.53987485756          -90
9828.788730000315         -90
9857.11900900617          -90
9885.53094656939          -90
9914.024778060782         -90
9942.600739529567         -90
9971.25906770533          -90
10000                     -90
