Displacement [mm] - FD curve	Force [N] - FD curve	
2.15325	-0.000278976	
2.1505	-0.00145004	
2.14775	-0.00171028	
2.145	-0.000539212	
2.14225	0.00121738	
2.1395	-0.00177533	
2.13675	0.000631851	
2.134	0.00115232	
2.13125	0.00069691	
2.1285	0.000371615	
2.12575	0.000957146	
2.123	0.0013475	
2.12025	0.000176437	
2.1175	-0.00268616	
2.11475	-0.000148858	
2.112	-8.37988E-5	
2.10925	-0.00281628	
2.1065	0.000761969	
2.10375	0.000761969	
2.101	0.00303904	
2.09825	-8.37988E-5	
2.0955	-0.00203557	
2.09275	-0.00177533	
2.09	-0.000929566	
2.08725	-0.00066933	
2.0845	0.000501733	
2.08175	-0.000994626	
2.079	0.00115232	
2.07625	0.0016728	
2.0735	-0.00190545	
2.07075	0.000176437	
2.068	-1.87397E-5	
2.06525	0.00102221	
2.0625	-0.00333675	
2.05975	-0.000994626	
2.057	-0.00255604	
2.05425	-0.000213917	
2.0515	0.00173785	
2.04875	0.00147762	
2.046	-0.00203557	
2.04325	-0.00125486	
2.0405	0.000566792	
2.03775	-0.00619935	
2.035	-0.000278976	
2.03225	-0.00190545	
2.0295	0.000631851	
2.02675	-0.000344035	
2.024	-0.000604271	
2.02125	0.000827028	
2.0185	-0.000409094	
2.01575	0.00290892	
2.013	0.533075	
2.01025	0.533075	
2.0075	0.533075	
2.00475	0.533075	
2.002	0.533075	
1.99925	0.533075	
1.9965	0.533075	
1.99375	0.533075	
1.991	0.533075	
1.98825	0.533075	
1.9855	0.533075	
1.98275	0.533075	
1.98	0.533075	
1.97725	0.533075	
1.9745	0.533075	
1.97175	0.533075	
1.969	0.533075	
1.96625	0.533075	
1.9635	0.533075	
1.96075	0.533075	
1.958	0.533075	
1.95525	0.533075	
1.9525	0.533075	
1.94975	0.533075	
1.947	0.533075	
1.94425	0.533075	
1.9415	0.533075	
1.93875	0.533075	
1.936	0.533075	
1.93325	0.533075	
1.9305	0.533075	
1.92775	0.533075	
1.925	0.533075	
1.92225	0.533075	
1.9195	0.533075	
1.91675	0.533075	
1.914	0.533075	
1.91125	0.533075	
1.9085	0.533075	
1.90575	0.533075	
1.903	0.533075	
1.90025	0.533075	
1.8975	0.533075	
1.89475	0.533075	
1.892	0.533075	
1.88925	0.533075	
1.8865	0.533075	
1.88375	0.533075	
1.881	0.533075	
1.87825	0.533075	
1.8755	0.533075	
1.87275	0.533075	
1.87	0.533075	
1.86725	0.533075	
1.8645	0.533075	
1.86175	0.533075	
1.859	0.533075	
1.85625	0.533075	
1.8535	0.533075	
1.85075	0.533075	
1.848	0.533075	
1.84525	0.533075	
1.8425	0.533075	
1.83975	0.533075	
1.837	0.533075	
1.83425	0.533075	
1.8315	0.533075	
1.82875	0.533075	
1.826	0.533075	
1.82325	0.533075	
1.8205	0.533075	
1.81775	0.533075	
1.815	0.533075	
1.81225	0.533075	
1.8095	0.533075	
1.80675	0.533075	
1.804	0.533075	
1.80125	0.533075	
1.7985	0.533075	
1.79575	0.533075	
1.793	0.533075	
1.79025	0.533075	
1.7875	0.533075	
1.78475	0.533075	
1.782	0.533075	
1.77925	0.533075	
1.7765	0.533075	
1.77375	0.533075	
1.771	0.533075	
1.76825	0.533075	
1.7655	0.533075	
1.76275	0.533075	
1.76	0.533075	
1.75725	0.533075	
1.7545	0.533075	
1.75175	0.533075	
1.749	0.533075	
1.74625	0.533075	
1.7435	0.533075	
1.74075	0.533075	
1.738	0.533075	
1.73525	0.533075	
1.7325	0.533075	
1.72975	0.533075	
1.727	0.533075	
1.72425	0.533075	
1.7215	0.533075	
1.71875	0.533075	
1.716	0.533075	
1.71325	0.533075	
1.7105	0.533075	
1.70775	0.533075	
1.705	0.533075	
1.70225	0.533075	
1.6995	0.533075	
1.69675	0.533075	
1.694	0.533075	
1.69125	0.533075	
1.6885	0.533075	
1.68575	0.533075	
1.683	0.533075	
1.68025	0.533075	
1.6775	0.533075	
1.67475	0.533075	
1.672	0.533075	
1.66925	0.533075	
1.6665	0.533075	
1.66375	0.533075	
1.661	0.533075	
1.65825	0.533075	
1.6555	0.533075	
1.65275	0.533075	
1.65	0.533075	
1.64725	0.533075	
1.6445	0.533075	
1.64175	0.533075	
1.639	0.533075	
1.63625	0.533075	
1.6335	0.533075	
1.63075	0.533075	
1.628	0.533075	
1.62525	0.533075	
1.6225	0.533075	
1.61975	0.533075	
1.617	0.533075	
1.61425	0.533075	
1.6115	0.533075	
1.60875	0.533075	
1.606	0.533075	
1.60325	0.533075	
1.6005	0.533075	
1.59775	0.533075	
1.595	0.533075	
1.59225	0.533075	
1.5895	0.533075	
1.58675	0.533075	
1.584	0.533075	
1.58125	0.533075	
1.5785	0.533075	
1.57575	0.533075	
1.573	0.533075	
1.57025	0.533075	
1.5675	0.533075	
1.56475	0.533075	
1.562	0.533075	
1.55925	0.533075	
1.5565	0.533075	
1.55375	0.533075	
1.551	0.533075	
1.54825	0.533075	
1.5455	0.533075	
1.54275	0.533075	
1.54	0.533075	
1.53725	0.533075	
1.5345	0.533075	
1.53175	0.533075	
1.529	0.533075	
1.52625	0.533075	
1.5235	0.533075	
1.52075	0.533075	
1.518	0.533075	
1.51525	0.533075	
1.5125	0.533075	
1.50975	0.533075	
1.507	0.533075	
1.50425	0.533075	
1.5015	0.533075	
1.49875	0.533075	
1.496	0.533075	
1.49325	0.533075	
1.4905	0.533075	
1.48775	0.533075	
1.485	0.533075	
1.48225	0.533075	
1.4795	0.533075	
1.47675	0.533075	
1.474	0.533075	
1.47125	0.533075	
1.4685	0.533075	
1.46575	0.533075	
1.463	0.533075	
1.46025	0.533075	
1.4575	0.533075	
1.45475	0.533075	
1.452	0.533075	
1.44925	0.533075	
1.4465	0.533075	
1.44375	0.533075	
1.441	0.533075	
1.43825	0.533075	
1.4355	0.533075	
1.43275	0.533075	
1.43	0.533075	
1.42725	0.533075	
1.4245	0.533075	
1.42175	0.533075	
1.419	0.533075	
1.41625	0.533075	
1.4135	0.533075	
1.41075	0.533075	
1.408	0.533075	
1.40525	0.533075	
1.4025	0.533075	
1.39975	0.533075	
1.397	0.533075	
1.39425	0.533075	
1.3915	0.533075	
1.38875	0.533075	
1.386	0.533075	
1.38325	0.533075	
1.3805	0.533075	
1.37775	0.533075	
1.375	0.533075	
1.37225	0.533075	
1.3695	0.533075	
1.36675	0.533075	
1.364	0.533075	
1.36125	0.533075	
1.3585	0.533075	
1.35575	0.533075	
1.353	0.533075	
1.35025	0.533075	
1.3475	0.533075	
1.34475	0.533075	
1.342	0.533075	
1.33925	0.533075	
1.3365	0.533075	
1.33375	0.533075	
1.331	0.533075	
1.32825	0.533075	
1.3255	0.533075	
1.32275	0.533075	
1.32	0.533075	
1.31725	0.533075	
1.3145	0.533075	
1.31175	0.533075	
1.309	0.533075	
1.30625	0.533075	
1.3035	0.533075	
1.30075	0.533075	
1.298	0.533075	
1.29525	0.533075	
1.2925	0.533075	
1.28975	0.533075	
1.287	0.533075	
1.28425	0.533075	
1.2815	0.533075	
1.27875	0.533075	
1.276	0.533075	
1.27325	0.533075	
1.2705	0.533075	
1.26775	0.533075	
1.265	0.533075	
1.26225	0.533075	
1.2595	0.533075	
1.25675	0.533075	
1.254	0.533075	
1.25125	0.533075	
1.2485	0.533075	
1.24575	0.533075	
1.243	0.533075	
1.24025	0.533075	
1.2375	0.533075	
1.23475	0.533075	
1.232	0.533075	
1.22925	0.533075	
1.2265	0.533075	
1.22375	0.533075	
1.221	0.533075	
1.21825	0.533075	
1.2155	0.533075	
1.21275	0.533075	
1.21	0.533075	
1.20725	0.533075	
1.2045	0.533075	
1.20175	0.533075	
1.199	0.533075	
1.19625	0.533075	
1.1935	0.533075	
1.19075	0.533075	
1.188	0.533075	
1.18525	0.533075	
1.1825	0.533075	
1.17975	0.533075	
1.177	0.533075	
1.17425	0.533075	
1.1715	0.533075	
1.16875	0.533075	
1.166	0.533075	
1.16325	0.533075	
1.1605	0.533075	
1.15775	0.533075	
1.155	0.533075	
1.15225	0.533075	
1.1495	0.533075	
1.14675	0.533075	
1.144	0.533075	
1.14125	0.533075	
1.1385	0.533075	
1.13575	0.533075	
1.133	0.533075	
1.13025	0.533075	
1.1275	0.533075	
1.12475	0.533075	
1.122	0.533075	
1.11925	0.533075	
1.1165	0.533075	
1.11375	0.533075	
1.111	0.533075	
1.10825	0.533075	
1.1055	0.533075	
1.10275	0.533075	
1.1	0.533075	
1.09725	0.533075	
1.0945	0.533075	
1.09175	0.533075	
1.089	0.533075	
1.08625	0.533075	
1.0835	0.533075	
1.08075	0.533075	
1.078	0.533075	
1.07525	0.533075	
1.0725	0.533075	
1.06975	0.533075	
1.067	0.533075	
1.06425	0.533075	
1.0615	0.533075	
1.05875	0.533075	
1.056	0.533075	
1.05325	0.533075	
1.0505	0.533075	
1.04775	0.533075	
1.045	0.533075	
1.04225	0.533075	
1.0395	0.533075	
1.03675	0.533075	
1.034	0.533075	
1.03125	0.533075	
1.0285	0.533075	
1.02575	0.533075	
1.023	0.533075	
1.02025	0.533075	
1.0175	0.533075	
1.01475	0.533075	
1.012	0.533075	
1.00925	0.533075	
1.0065	0.533075	
1.00375	0.533075	
1.001	0.533075	
0.99825	0.533075	
0.9955	0.533075	
0.99275	0.533075	
0.99	0.533075	
0.98725	0.533075	
0.9845	0.533075	
0.98175	0.533075	
0.979	0.533075	
0.97625	0.533075	
0.9735	0.533075	
0.97075	0.533075	
0.968	0.533075	
0.96525	0.533075	
0.9625	0.533075	
0.95975	0.533075	
0.957	0.533075	
0.95425	0.533075	
0.9515	0.533075	
0.94875	0.533075	
0.946	0.533075	
0.94325	0.533075	
0.9405	0.533075	
0.93775	0.533075	
0.935	0.533075	
0.93225	0.533075	
0.9295	0.533075	
0.92675	0.533075	
0.924	0.533075	
0.92125	0.533075	
0.9185	0.533075	
0.91575	0.533075	
0.913	0.533075	
0.91025	0.533075	
0.9075	0.533075	
0.90475	0.533075	
0.902	0.533075	
0.89925	0.533075	
0.8965	0.533075	
0.89375	0.533075	
0.891	0.533075	
0.88825	0.533075	
0.8855	0.533075	
0.88275	0.533075	
0.88	0.533075	
0.87725	0.533075	
0.8745	0.533075	
0.87175	0.533075	
0.869	0.533075	
0.86625	0.533075	
0.8635	0.533075	
0.86075	0.533075	
0.858	0.533075	
0.85525	0.533075	
0.8525	0.533075	
0.84975	0.533075	
0.847	0.533075	
0.84425	0.533075	
0.8415	0.533075	
0.83875	0.533075	
0.836	0.533075	
0.83325	0.533075	
0.8305	0.533075	
0.82775	0.533075	
0.825	0.533075	
0.82225	0.533075	
0.8195	0.533075	
0.81675	0.533075	
0.814	0.533075	
0.81125	0.533075	
0.8085	0.533075	
0.80575	0.533075	
0.803	0.533075	
0.80025	0.533075	
0.7975	0.533075	
0.79475	0.533075	
0.792	0.533075	
0.78925	0.533075	
0.7865	0.533075	
0.78375	0.533075	
0.781	0.533075	
0.77825	0.533075	
0.7755	0.533075	
0.77275	0.533075	
0.77	0.533075	
0.76725	0.533075	
0.7645	0.533075	
0.76175	0.533075	
0.759	0.533075	
0.75625	0.533075	
0.7535	0.533075	
0.75075	0.533075	
0.748	0.533075	
0.74525	0.533075	
0.7425	0.533075	
0.73975	0.533075	
0.737	0.533075	
0.73425	0.533075	
0.7315	0.533075	
0.72875	0.533075	
0.726	0.533075	
0.72325	0.533075	
0.7205	0.533075	
0.71775	0.533075	
0.715	0.533075	
0.71225	0.533075	
0.7095	0.533075	
0.70675	0.533075	
0.704	0.533075	
0.70125	0.533075	
0.6985	0.533075	
0.69575	0.533075	
0.693	0.533075	
0.69025	0.533075	
0.6875	0.533075	
0.68475	0.533075	
0.682	0.533075	
0.67925	0.533075	
0.6765	0.533075	
0.67375	0.533075	
0.671	0.533075	
0.66825	0.533075	
0.6655	0.533075	
0.66275	0.533075	
0.66	0.533075	
0.65725	0.533075	
0.6545	0.533075	
0.65175	0.533075	
0.649	0.533075	
0.64625	0.533075	
0.6435	0.533075	
0.64075	0.533075	
0.638	0.533075	
0.63525	0.533075	
0.6325	0.533075	
0.62975	0.533075	
0.627	0.533075	
0.62425	0.533075	
0.6215	0.533075	
0.61875	0.533075	
0.616	0.533075	
0.61325	0.533075	
0.6105	0.533075	
0.60775	0.533075	
0.605	0.533075	
0.60225	0.533075	
0.5995	0.533075	
0.59675	0.533075	
0.594	0.533075	
0.59125	0.533075	
0.5885	0.533075	
0.58575	0.533075	
0.583	0.533075	
0.58025	0.533075	
0.5775	0.533075	
0.57475	0.533075	
0.572	0.533075	
0.56925	0.533075	
0.5665	0.533075	
0.56375	0.533075	
0.561	0.533075	
0.55825	0.533075	
0.5555	0.533075	
0.55275	0.533075	
0.55	0.533075	
0.54725	0.533075	
0.5445	0.533075	
0.54175	0.533075	
0.539	0.533075	
0.53625	0.533075	
0.5335	0.533075	
0.53075	0.533075	
0.528	0.533075	
0.52525	0.533075	
0.5225	0.533075	
0.51975	0.533075	
0.517	0.533075	
0.51425	0.533075	
0.5115	0.533075	
0.50875	0.533075	
0.506	0.533075	
0.50325	0.533075	
0.5005	0.533075	
0.49775	0.533075	
0.495	0.533075	
0.49225	0.533075	
0.4895	0.533075	
0.48675	0.533075	
0.484	0.533075	
0.48125	0.533075	
0.4785	0.533075	
0.47575	0.533075	
0.473	0.533075	
0.47025	0.533075	
0.4675	0.533075	
0.46475	0.533075	
0.462	0.533075	
0.45925	0.533075	
0.4565	0.533075	
0.45375	0.533075	
0.451	0.533075	
0.44825	0.533075	
0.4455	0.533075	
0.44275	0.533075	
0.44	0.533075	
0.43725	0.533075	
0.4345	0.533075	
0.43175	0.533075	
0.429	0.533075	
0.42625	0.533075	
0.4235	0.533075	
0.42075	0.533075	
0.418	0.533075	
0.41525	0.533075	
0.4125	0.533075	
0.40975	0.533075	
0.407	0.533075	
0.40425	0.533075	
0.4015	0.533075	
0.39875	0.533075	
0.396	0.533075	
0.39325	0.533075	
0.3905	0.533075	
0.38775	0.533075	
0.385	0.533075	
0.38225	0.533075	
0.3795	0.533075	
0.37675	0.533075	
0.374	0.533075	
0.37125	0.533075	
0.3685	0.533075	
0.36575	0.533075	
0.363	0.533075	
0.36025	0.533075	
0.3575	0.533075	
0.35475	0.533075	
0.352	0.533075	
0.34925	0.533075	
0.3465	0.533075	
0.34375	0.533075	
0.341	0.533075	
0.33825	0.533075	
0.3355	0.533075	
0.33275	0.533075	
0.33	0.533075	
0.32725	0.533075	
0.3245	0.533075	
0.32175	0.533075	
0.319	0.533075	
0.31625	0.533075	
0.3135	0.533075	
0.31075	0.533075	
0.308	0.533075	
0.30525	0.533075	
0.3025	0.533075	
0.29975	0.533075	
0.297	0.533075	
0.29425	0.533075	
0.2915	0.533075	
0.28875	0.533075	
0.286	0.533075	
0.28325	0.533075	
0.2805	0.533075	
0.27775	0.533075	
0.275	0.533075	
0.27225	0.533075	
0.2695	0.533075	
0.26675	0.533075	
0.264	0.533075	
0.26125	0.533075	
0.2585	0.533075	
0.25575	0.533075	
0.253	0.533075	
0.25025	0.533075	
0.2475	0.533075	
0.24475	0.533075	
0.242	0.533075	
0.23925	0.533075	
0.2365	0.533075	
0.23375	0.533075	
0.231	0.533075	
0.22825	0.533075	
0.2255	0.533075	
0.22275	0.533075	
0.22	0.533075	
0.21725	0.533075	
0.2145	0.533075	
0.21175	0.533075	
0.209	0.533075	
0.20625	0.533075	
0.2035	0.533075	
0.20075	0.533075	
0.198	0.533075	
0.19525	0.533075	
0.1925	0.533075	
0.18975	0.533075	
0.187	0.533075	
0.18425	0.533075	
0.1815	0.533075	
0.17875	0.533075	
0.176	0.533075	
0.17325	0.533075	
0.1705	0.533075	
0.16775	0.533075	
0.165	0.533075	
0.16225	0.533075	
0.1595	0.533075	
0.15675	0.533075	
0.154	0.533075	
0.15125	0.533075	
0.1485	0.533075	
0.14575	0.533075	
0.143	0.533075	
0.14025	0.533075	
0.1375	0.533075	
0.13475	0.533075	
0.132	0.533075	
0.12925	0.533075	
0.1265	0.533075	
0.12375	0.533075	
0.121	0.533075	
0.11825	0.533075	
0.1155	0.533075	
0.11275	0.533075	
0.11	0.533075	
0.10725	0.533075	
0.1045	0.533075	
0.10175	0.533075	
0.099	0.533075	
0.09625	0.533075	
0.0935	0.533075	
0.09075	0.533075	
0.088	0.533075	
0.08525	0.533075	
0.0825	0.533075	
0.07975	0.533075	
0.077	0.533075	
0.07425	0.533075	
0.0715	0.533075	
0.06875	0.533075	
0.066	0.533075	
0.06325	0.533075	
0.0605	0.533075	
0.05775	0.533075	
0.055	0.533075	
0.05225	0.533075	
0.0495	0.533075	
0.04675	0.533075	
0.044	0.533075	
0.04125	0.533075	
0.0385	0.533075	
0.03575	0.533075	
0.033	0.533075	
0.03025	0.533075	
0.0275	0.533075	
0.02475	0.533075	
0.022	0.533075	
0.01925	0.533075	
0.0165	0.533075	
0.01375	0.533075	
0.011	0.533075	
0.00825	0.533075	
0.0055	0.533075	
0.00275	0.533075	
-3.77302E-16	0.533075	
