Displacement [mm] - FD curve	Force [N] - FD curve	
1.793	0.0449541	
1.79025	0.0442406	
1.7875	0.043629	
1.78475	0.0423038	
1.782	0.0416922	
1.77925	0.0409786	
1.7765	0.0397554	
1.77375	0.0391437	
1.771	0.0385321	
1.76825	0.0373089	
1.7655	0.0365953	
1.76275	0.0353721	
1.76	0.0346585	
1.75725	0.033945	
1.7545	0.0326198	
1.75175	0.0320082	
1.749	0.0313965	
1.74625	0.0300714	
1.7435	0.0294597	
1.74075	0.0288481	
1.738	0.0276249	
1.73525	0.0270133	
1.7325	0.02579	
1.72975	0.0251784	
1.727	0.0245668	
1.72425	0.0232416	
1.7215	0.022528	
1.71875	0.0219164	
1.716	0.0206932	
1.71325	0.0200815	
1.7105	0.0194699	
1.70775	0.0182467	
1.705	0.0176351	
1.70225	0.0164118	
1.6995	0.0158002	
1.69675	0.0151886	
1.694	0.0139653	
1.69125	0.0133537	
1.6885	0.0126402	
1.68575	0.0115189	
1.683	0.0109072	
1.68025	0.0102956	
1.6775	0.00907238	
1.67475	0.00846075	
1.672	0.00733945	
1.66925	0.00672783	
1.6665	0.00611621	
1.66375	0.0049949	
1.661	0.00458716	
1.65825	0.00448522	
1.6555	0.00438328	
1.65275	0.00438328	
1.65	0.00428135	
1.64725	0.00428135	
1.6445	0.00428135	
1.64175	0.00417941	
1.639	0.00417941	
1.63625	0.00417941	
1.6335	0.00407747	
1.63075	0.00407747	
1.628	0.00397554	
1.62525	0.00397554	
1.6225	0.0038736	
1.61975	0.0038736	
1.617	0.00377166	
1.61425	0.00377166	
1.6115	0.00377166	
1.60875	0.00377166	
1.606	0.00377166	
1.60325	0.00366972	
1.6005	0.00366972	
1.59775	0.00356779	
1.595	0.00356779	
1.59225	0.00356779	
1.5895	0.00346585	
1.58675	0.00346585	
1.584	0.00346585	
1.58125	0.00336391	
1.5785	0.00336391	
1.57575	0.00326198	
1.573	0.00326198	
1.57025	0.00326198	
1.5675	0.00316004	
1.56475	0.00316004	
1.562	0.00316004	
1.55925	0.00316004	
1.5565	0.0030581	
1.55375	0.0030581	
1.551	0.0030581	
1.54825	0.0030581	
1.5455	0.00295617	
1.54275	0.00295617	
1.54	0.00295617	
1.53725	0.00295617	
1.5345	0.00295617	
1.53175	0.00295617	
1.529	0.00295617	
1.52625	0.00295617	
1.5235	0.00285423	
1.52075	0.00285423	
1.518	0.00285423	
1.51525	0.00285423	
1.5125	0.00275229	
1.50975	0.00275229	
1.507	0.00275229	
1.50425	0.00275229	
1.5015	0.00275229	
1.49875	0.00275229	
1.496	0.00275229	
1.49325	0.00265036	
1.4905	0.00265036	
1.48775	0.00265036	
1.485	0.00265036	
1.48225	0.00254842	
1.4795	0.00254842	
1.47675	0.00254842	
1.474	0.00254842	
1.47125	0.00244648	
1.4685	0.00244648	
1.46575	0.00244648	
1.463	0.00244648	
1.46025	0.00244648	
1.4575	0.00244648	
1.45475	0.00244648	
1.452	0.00244648	
1.44925	0.00234455	
1.4465	0.00234455	
1.44375	0.00234455	
1.441	0.00234455	
1.43825	0.00234455	
1.4355	0.00224261	
1.43275	0.00224261	
1.43	0.00224261	
1.42725	0.00224261	
1.4245	0.00224261	
1.42175	0.00224261	
1.419	0.00224261	
1.41625	0.00224261	
1.4135	0.00214067	
1.41075	0.00214067	
1.408	0.00214067	
1.40525	0.00214067	
1.4025	0.00214067	
1.39975	0.00203874	
1.397	0.00203874	
1.39425	0.00203874	
1.3915	0.00203874	
1.38875	0.00203874	
1.386	0.00203874	
1.38325	0.00203874	
1.3805	0.00203874	
1.37775	0.00203874	
1.375	0.0019368	
1.37225	0.0019368	
1.3695	0.0019368	
1.36675	0.0019368	
1.364	0.0019368	
1.36125	0.00183486	
1.3585	0.00183486	
1.35575	0.00183486	
1.353	0.00183486	
1.35025	0.00183486	
1.3475	0.00183486	
1.34475	0.00183486	
1.342	0.00183486	
1.33925	0.00183486	
1.3365	0.00183486	
1.33375	0.00173293	
1.331	0.00173293	
1.32825	0.00173293	
1.3255	0.00163099	
1.32275	0.00163099	
1.32	0.00163099	
1.31725	0.00163099	
1.3145	0.00163099	
1.31175	0.00163099	
1.309	0.00163099	
1.30625	0.00163099	
1.3035	0.00163099	
1.30075	0.00163099	
1.298	0.00163099	
1.29525	0.00152905	
1.2925	0.00152905	
1.28975	0.00152905	
1.287	0.00152905	
1.28425	0.00152905	
1.2815	0.00142712	
1.27875	0.00142712	
1.276	0.00142712	
1.27325	0.00142712	
1.2705	0.00142712	
1.26775	0.00142712	
1.265	0.00142712	
1.26225	0.00142712	
1.2595	0.00142712	
1.25675	0.00132518	
1.254	0.00132518	
1.25125	0.00132518	
1.2485	0.00132518	
1.24575	0.00132518	
1.243	0.00122324	
1.24025	0.00122324	
1.2375	0.00122324	
1.23475	0.00122324	
1.232	0.00122324	
1.22925	0.0011213	
1.2265	0.0011213	
1.22375	0.0011213	
1.221	0.0011213	
1.21825	0.0011213	
1.2155	0.0011213	
1.21275	0.0011213	
1.21	0.0011213	
1.20725	0.0011213	
1.2045	0.0011213	
1.20175	0.00101937	
1.199	0.00101937	
1.19625	0.00101937	
1.1935	0.00101937	
1.19075	0.000917431	
1.188	0.000917431	
1.18525	0.000917431	
1.1825	0.000917431	
1.17975	0.000917431	
1.177	0.000917431	
1.17425	0.000917431	
1.1715	0.000917431	
1.16875	0.000917431	
1.166	0.000917431	
1.16325	0.000917431	
1.1605	0.000815494	
1.15775	0.000815494	
1.155	0.000815494	
1.15225	0.000815494	
1.1495	0.000815494	
1.14675	0.000815494	
1.144	0.000815494	
1.14125	0.000713558	
1.1385	0.000713558	
1.13575	0.000713558	
1.133	0.000713558	
1.13025	0.000713558	
1.1275	0.000713558	
1.12475	0.000713558	
1.122	0.000713558	
1.11925	0.000713558	
1.1165	0.000713558	
1.11375	0.000713558	
1.111	0.000713558	
1.10825	0.000713558	
1.1055	0.000611621	
1.10275	0.000611621	
1.1	0.000611621	
1.09725	0.000611621	
1.0945	0.000611621	
1.09175	0.000611621	
1.089	0.000611621	
1.08625	0.000509684	
1.0835	0.000509684	
1.08075	0.000509684	
1.078	0.000509684	
1.07525	0.000509684	
1.0725	0.000509684	
1.06975	0.000509684	
1.067	0.000509684	
1.06425	0.000509684	
1.0615	0.000509684	
1.05875	0.000509684	
1.056	0.000509684	
1.05325	0.000407747	
1.0505	0.000407747	
1.04775	0.000407747	
1.045	0.000407747	
1.04225	0.000407747	
1.0395	0.000407747	
1.03675	0.000407747	
1.034	0.000407747	
1.03125	0.000407747	
1.0285	0.000407747	
1.02575	0.000407747	
1.023	0.000407747	
1.02025	0.000407747	
1.0175	0.00030581	
1.01475	0.00030581	
1.012	0.00030581	
1.00925	0.00030581	
1.0065	0.00030581	
1.00375	0.00030581	
1.001	0.000203874	
0.99825	0.000203874	
0.9955	0.000203874	
0.99275	0.000203874	
0.99	0.000203874	
0.98725	0.000203874	
0.9845	0.000203874	
0.98175	0.000203874	
0.979	0.000203874	
0.97625	0.000203874	
0.9735	0.000203874	
0.97075	0.000203874	
0.968	0.000203874	
0.96525	0.000101937	
0.9625	0.000101937	
0.95975	0.000101937	
0.957	0.000101937	
0.95425	0.000101937	
0.9515	0.000101937	
0.94875	0	
0.946	0	
0.94325	0	
0.9405	0	
0.93775	0	
0.935	0	
0.93225	0	
0.9295	0	
0.92675	0	
0.924	0	
0.92125	0	
0.9185	0	
0.91575	0	
0.913	0	
0.91025	0	
0.9075	0	
0.90475	0	
0.902	0	
0.89925	0	
0.8965	0	
0.89375	0	
0.891	0	
0.88825	0	
0.8855	0	
0.88275	0	
0.88	0	
0.87725	0	
0.8745	0	
0.87175	0	
0.869	0	
0.86625	0	
0.8635	0	
0.86075	0	
0.858	0	
0.85525	0	
0.8525	0	
0.84975	0	
0.847	0	
0.84425	0	
0.8415	0	
0.83875	0	
0.836	0	
0.83325	0	
0.8305	0	
0.82775	0	
0.825	0	
0.82225	0	
0.8195	0	
0.81675	0	
0.814	0	
0.81125	0	
0.8085	0	
0.80575	0	
0.803	0	
0.80025	0	
0.7975	0	
0.79475	0	
0.792	0	
0.78925	0	
0.7865	0	
0.78375	0	
0.781	0	
0.77825	0	
0.7755	0	
0.77275	0	
0.77	0	
0.76725	0	
0.7645	0	
0.76175	0	
0.759	0	
0.75625	0	
0.7535	0	
0.75075	0	
0.748	0	
0.74525	0	
0.7425	0	
0.73975	0	
0.737	0	
0.73425	0	
0.7315	0	
0.72875	0	
0.726	0	
0.72325	0	
0.7205	0	
0.71775	0	
0.715	0	
0.71225	0	
0.7095	0	
0.70675	0	
0.704	0	
0.70125	0	
0.6985	0	
0.69575	0	
0.693	0	
0.69025	0	
0.6875	0	
0.68475	0	
0.682	0	
0.67925	0	
0.6765	0	
0.67375	0	
0.671	0	
0.66825	0	
0.6655	0	
0.66275	0	
0.66	0	
0.65725	0	
0.6545	0	
0.65175	0	
0.649	0	
0.64625	0	
0.6435	0	
0.64075	0	
0.638	0	
0.63525	0	
0.6325	0	
0.62975	0	
0.627	0	
0.62425	0	
0.6215	0	
0.61875	0	
0.616	0	
0.61325	0	
0.6105	0	
0.60775	0	
0.605	0	
0.60225	0	
0.5995	0	
0.59675	0	
0.594	0	
0.59125	0	
0.5885	0	
0.58575	0	
0.583	0	
0.58025	0	
0.5775	0	
0.57475	0	
0.572	0	
0.56925	0	
0.5665	0	
0.56375	0	
0.561	0	
0.55825	0	
0.5555	0	
0.55275	0	
0.55	0	
0.54725	0	
0.5445	0	
0.54175	0	
0.539	0	
0.53625	0	
0.5335	0	
0.53075	0	
0.528	0	
0.52525	0	
0.5225	0	
0.51975	0	
0.517	0	
0.51425	0	
0.5115	0	
0.50875	0	
0.506	0	
0.50325	0	
0.5005	0	
0.49775	0	
0.495	0	
0.49225	0	
0.4895	0	
0.48675	0	
0.484	0	
0.48125	0	
0.4785	0	
0.47575	0	
0.473	0	
0.47025	0	
0.4675	0	
0.46475	0	
0.462	0	
0.45925	0	
0.4565	0	
0.45375	0	
0.451	0	
0.44825	0	
0.4455	0	
0.44275	0	
0.44	0	
0.43725	0	
0.4345	0	
0.43175	0	
0.429	0	
0.42625	0	
0.4235	0	
0.42075	0	
0.418	0	
0.41525	0	
0.4125	0	
0.40975	0	
0.407	0	
0.40425	0	
0.4015	0	
0.39875	0	
0.396	0	
0.39325	0	
0.3905	0	
0.38775	0	
0.385	0	
0.38225	0	
0.3795	0	
0.37675	0	
0.374	0	
0.37125	0	
0.3685	0	
0.36575	0	
0.363	0	
0.36025	0	
0.3575	0	
0.35475	0	
0.352	0	
0.34925	0	
0.3465	0	
0.34375	0	
0.341	0	
0.33825	0	
0.3355	0	
0.33275	0	
0.33	0	
0.32725	0	
0.3245	0	
0.32175	0	
0.319	0	
0.31625	0	
0.3135	0	
0.31075	0	
0.308	0	
0.30525	0	
0.3025	0	
0.29975	0	
0.297	0	
0.29425	0	
0.2915	0	
0.28875	0	
0.286	0	
0.28325	0	
0.2805	0	
0.27775	0	
0.275	0	
0.27225	0	
0.2695	0	
0.26675	0	
0.264	0	
0.26125	0	
0.2585	0	
0.25575	0	
0.253	0	
0.25025	0	
0.2475	0	
0.24475	0	
0.242	0	
0.23925	0	
0.2365	0	
0.23375	0	
0.231	0	
0.22825	0	
0.2255	0	
0.22275	0	
0.22	0	
0.21725	0	
0.2145	0	
0.21175	0	
0.209	0	
0.20625	0	
0.2035	0	
0.20075	0	
0.198	0	
0.19525	0	
0.1925	0	
0.18975	0	
0.187	0	
0.18425	0	
0.1815	0	
0.17875	0	
0.176	0	
0.17325	0	
0.1705	0	
0.16775	0	
0.165	0	
0.16225	0	
0.1595	0	
0.15675	0	
0.154	0	
0.15125	0	
0.1485	0	
0.14575	0	
0.143	0	
0.14025	0	
0.1375	0	
0.13475	0	
0.132	0	
0.12925	0	
0.1265	0	
0.12375	0	
0.121	0	
0.11825	0	
0.1155	0	
0.11275	0	
0.11	0	
0.10725	0	
0.1045	0	
0.10175	0	
0.099	0	
0.09625	0	
0.0935	0	
0.09075	0	
0.088	0	
0.08525	0	
0.0825	0	
0.07975	0	
0.077	0	
0.07425	0	
0.0715	0	
0.06875	0	
0.066	0	
0.06325	0	
0.0605	0	
0.05775	0	
0.055	0	
0.05225	0	
0.0495	0	
0.04675	0	
0.044	0	
0.04125	0	
0.0385	0	
0.03575	0	
0.033	0	
0.03025	0	
0.0275	0	
0.02475	0	
0.022	0	
0.01925	0	
0.0165	0	
0.01375	0	
0.011	0	
0.00825	0	
0.0055	0	
0.00275	0	
-3.77302E-16	0	
