Input File: H12.78D
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 800
Start Freq.: 100 Hz
Stop  Freq.: 5 kHz
Sweep Type: Linear
Auto Level: Off
Amplitude: 1000.0 mV
Source Ramping: On
Ramp Rate:          1 V/S
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:   10
Integration Time:   15.625 ms
Integration Cycles:   20

    X[Hz]         Mag[dB]     
  4.509387e+03   9.107590e-01 
  4.515520e+03   9.724901e-01 
  4.521652e+03   1.202540e+00 
  4.527785e+03   1.320048e+00 
  4.533917e+03   1.320495e+00 
  4.540050e+03   1.448733e+00 
  4.546183e+03   1.443854e+00 
  4.552315e+03   1.509513e+00 
  4.558448e+03   1.604746e+00 
  4.564581e+03   1.700655e+00 
  4.570713e+03   1.828089e+00 
  4.576846e+03   1.838966e+00 
  4.582979e+03   1.750268e+00 
  4.589111e+03   1.809691e+00 
  4.595244e+03   1.767638e+00 
  4.601377e+03   1.798758e+00 
  4.607509e+03   1.851166e+00 
  4.613642e+03   2.032201e+00 
  4.619775e+03   2.021145e+00 
  4.625907e+03   1.984680e+00 
  4.632040e+03   2.075945e+00 
  4.638173e+03   2.177725e+00 
  4.644305e+03   2.326244e+00 
  4.650438e+03   2.342850e+00 
  4.656571e+03   2.421185e+00 
  4.662704e+03   2.461265e+00 
  4.668836e+03   2.529261e+00 
  4.674969e+03   2.701494e+00 
  4.681102e+03   2.829261e+00 
  4.687234e+03   2.856721e+00 
  4.693367e+03   3.042490e+00 
  4.699500e+03   3.132403e+00 
  4.705632e+03   3.270167e+00 
  4.711765e+03   3.455836e+00 
  4.717897e+03   3.618595e+00 
  4.724030e+03   3.687781e+00 
  4.730163e+03   3.711298e+00 
  4.736295e+03   3.691269e+00 
  4.742428e+03   3.606795e+00 
  4.748561e+03   3.638909e+00 
  4.754693e+03   3.656956e+00 
  4.760826e+03   3.694525e+00 
  4.766958e+03   3.820836e+00 
  4.773091e+03   3.870765e+00 
  4.779224e+03   3.842990e+00 
  4.785357e+03   3.878435e+00 
  4.791489e+03   3.814875e+00 
  4.797622e+03   3.871009e+00 
  4.803755e+03   3.939981e+00 
  4.809887e+03   3.920585e+00 
  4.816020e+03   3.840259e+00 
  4.822153e+03   3.761935e+00 
  4.828285e+03   3.732452e+00 
  4.834418e+03   3.722790e+00 
  4.840551e+03   3.682973e+00 
  4.846684e+03   3.682685e+00 
  4.852816e+03   3.664236e+00 
  4.858949e+03   3.631600e+00 
  4.865082e+03   3.546510e+00 
  4.871214e+03   3.494925e+00 
  4.877347e+03   3.457193e+00 
  4.883479e+03   3.409538e+00 
  4.889612e+03   3.336637e+00 
  4.895745e+03   3.242027e+00 
  4.901877e+03   3.195236e+00 
  4.908010e+03   3.084449e+00 
  4.914143e+03   2.968926e+00 
  4.920275e+03   2.873925e+00 
  4.926408e+03   2.819056e+00 
  4.932541e+03   2.746266e+00 
  4.938673e+03   2.673073e+00 
  4.944806e+03   2.553614e+00 
  4.950938e+03   2.466718e+00 
  4.957071e+03   2.394550e+00 
  4.963204e+03   2.328975e+00 
  4.969337e+03   2.255397e+00 
  4.975469e+03   2.183556e+00 
  4.981602e+03   2.126309e+00 
  4.987735e+03   2.079499e+00 
  4.993867e+03   2.031948e+00 
  5.000000e+03   1.957473e+00 
