% Model:              M -220721 - Diapharagm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 28 2022, 22:01
% Dimension:          1
% Nodes:              580
% Expressions:        1
% Description:        Point graph
% freq (Hz)               FEM-2DX
312.6079367123956         4.0882926173120936E-5
316.22776601683796        4.531416121293234E-5
319.88951096913974        5.0967204206859405E-5
323.5936569296281         5.8425893859796534E-5
327.3406948788383         6.87165284272421E-5
331.1311214825911         8.382495325176537E-5
334.9654391578276         1.0816015058230537E-4
338.84415613920277        1.5387230188471364E-4
342.76778654645045        2.711350019362504E-4
346.73685045253166        0.001231578883696232
350.75187395256796        4.691897447938633E-4
354.8133892335753         1.9442897418287165E-4
358.92193464500536        1.2157414078606363E-4
363.0780547701014         8.787751869829624E-5
367.2823004980846         6.84600082580331E-5
371.53522909717276        5.583494309615919E-5
375.8374042884443         4.697080388882832E-5
380.1893963205613         4.040642925182558E-5
384.5917820453535         3.5350780079795226E-5
389.04514499428046        3.1338284430830075E-5
393.55007545577723        2.807706164114801E-5
398.1071705534973         2.537483402039911E-5
402.71703432545905        2.3099778577723763E-5
407.3802778041126         2.1158500250465184E-5
412.0975190973304         1.9482979264619783E-5
416.8693834703355         1.802250145887632E-5
421.6965034285823         1.6738484182590568E-5
426.57951880159254        1.5601052463976718E-5
431.519076827765          1.4586714651771653E-5
436.5158322401661         1.3676743133311258E-5
441.57044735331255        1.2856025464130725E-5
446.683592150963          1.2112231993825523E-5
451.8559443749226         1.1435203291931266E-5
457.0881896148752         1.0816492903721207E-5
462.38102139926036        1.024902114278248E-5
467.73514128719813        9.72680891822478E-6
473.15125896148027        9.244772092015419E-6
478.6300923226385         8.798560194248744E-6
484.1723675840994         8.384428314518574E-6
489.77881936844614        7.99913550664654E-6
495.45019080479057        7.639862776419036E-6
501.18723362727246        7.304146512546064E-6
506.99070827470445        6.989824034051386E-6
512.8613839913648         6.694989326932183E-6
518.8000389289609         6.41795569843087E-6
524.8074602497722         6.157225319373202E-6
530.8844442309885         5.911463457066167E-6
537.0317963702527         5.679476859228277E-6
543.250331492433          5.4601954277310355E-6
549.5408738576248         5.2526568114398725E-6
555.9042572704037         5.0559930846172374E-6
562.341325190349          4.869419518844967E-6
568.8529308438414         4.69222476003183E-6
575.4399373371566         4.523762526179268E-6
582.1032177708715         4.363444285102269E-6
588.843655355589          4.210732900575403E-6
595.6621435290103         4.065137228613824E-6
602.5595860743581         3.926207226819493E-6
609.5368972401693         3.7935297554605795E-6
616.5950018614822         3.666724869304044E-6
623.7348354824192         3.5454425667581716E-6
630.957344480193          3.429359858425221E-6
638.263486190549          3.3181782266292183E-6
645.6542290346556         3.21162135684382E-6
653.1305526474723         3.1094330844856425E-6
660.6934480075964         3.011375616026982E-6
668.3439175686149         2.9172278848692796E-6
676.0829753919819         2.8267841373567175E-6
683.9116472814293         2.739852577001076E-6
691.8309709189363         2.6562542595732737E-6
699.841996002273          2.5758219752651444E-6
707.945784384138          2.4983993433233797E-6
716.143410212902          2.4238399282044496E-6
724.4359600749899         2.3520064680917217E-6
732.8245331389045         2.282770160793707E-6
741.3102413009177         2.216010026586294E-6
749.8942093324558         2.1516123193643955E-6
758.5775750291835         2.0894699874633195E-6
767.3614893618186         2.0294822049944485E-6
776.247116628692          1.9715539054099024E-6
785.2356346100718         1.9155953903472483E-6
794.3282347242813         1.8615219476526535E-6
803.5261221856177         1.8092535116252738E-6
812.8305161640995         1.758714345975844E-6
822.2426499470712         1.7098327617789718E-6
831.7637711026708         1.662540840310778E-6
841.3951416451947         1.6167742001132404E-6
851.1380382023768         1.5724717618404635E-6
860.9937521846008         1.5295755372771933E-6
870.9635899560806         1.4880304435127522E-6
881.0488730080147         1.4477841177333277E-6
891.2509381337459         1.4087867534287787E-6
901.571137605957          1.3709909471229637E-6
912.0108393559096         1.3343515531066082E-6
922.5714271547629         1.298825554120718E-6
933.2543007969905         1.2643719335758681E-6
944.0608762859235         1.2309515618748964E-6
954.992586021436          1.1985270943371122E-6
966.0508789898131         1.1670628622723897E-6
977.2372209558112         1.136524786880007E-6
988.553094656939          1.1068802896078407E-6
1000                      1.0780982110628434E-6
1011.5794542598983        1.050148731698459E-6
1023.2929922807537        1.023003307844211E-6
1035.1421666793442        9.966346003160372E-7
1047.1285480508996        9.710164101821173E-7
1059.2537251772887        9.461236227715111E-7
1071.519305237607         9.21932153275179E-7
1083.9269140212039        8.984188923671089E-7
1096.4781961431852        8.755616592788976E-7
1109.174815262401         8.53339155950903E-7
1122.018454301963         8.317309237771714E-7
1135.0108156723143        8.107173024227607E-7
1148.1536214968828        7.902793929662235E-7
1161.4486138403427        7.703990204500949E-7
1174.8975549395302        7.510587002014719E-7
1188.502227437019         7.32241607099266E-7
1202.2644346174131        7.139315433580955E-7
1216.1860006463678        6.961129110060908E-7
1230.268770812381         6.78770684917499E-7
1244.5146117713844        6.618903857555623E-7
1258.9254117941675        6.454580580862861E-7
1273.5030810166616        6.294602453983153E-7
1288.249551693135         6.138839687368338E-7
1303.1667784523           5.987167071979544E-7
1318.2567385564075        5.839463767614215E-7
1333.521432163324         5.695613131183323E-7
1348.9628825916532        5.55550252339989E-7
1364.583136588924         5.419023166113761E-7
