Freq.	I(V1)	I(V1)/(2*pi*freq)	I(V2)	I(V2)/(2*pi*freq)
1.19674053130717e+003	(-4.53419075142039e+001dB,9.00003139945416e+001°)	(-1.22865504881366e+002dB,9.00003139945416e+001°)	(-9.97582203453154e+001dB,-8.99997048641369e+001°)	(-1.77281817712477e+002dB,-8.99997048641369e+001°)
1.19949930314931e+003	(-4.53659112516139e+001dB,9.00003131513277e+001°)	(-1.22909508618776e+002dB,9.00003131513277e+001°)	(-9.97793564854862e+001dB,-8.99997057550737e+001°)	(-1.77322953852648e+002dB,-8.99997057550737e+001°)
1.20226443461734e+003	(-4.53898982867823e+001dB,9.00003123111070e+001°)	(-1.22953495653944e+002dB,9.00003123111070e+001°)	(-9.98004608344764e+001dB,-8.99997066431593e+001°)	(-1.77364058201638e+002dB,-8.99997066431593e+001°)
1.20503594037173e+003	(-4.54138687311799e+001dB,9.00003114738643e+001°)	(-1.22997466098342e+002dB,9.00003114738643e+001°)	(-9.98215334149921e+001dB,-8.99997075284094e+001°)	(-1.77405130782154e+002dB,-8.99997075284094e+001°)
1.20781383510671e+003	(-4.54378226957399e+001dB,9.00003106395847e+001°)	(-1.23041420062902e+002dB,9.00003106395847e+001°)	(-9.98425742485852e+001dB,-8.99997084108397e+001°)	(-1.77446171615747e+002dB,-8.99997084108397e+001°)
1.21059813355041e+003	(-4.54617602908637e+001dB,9.00003098082533e+001°)	(-1.23085357658025e+002dB,9.00003098082533e+001°)	(-9.98635833556533e+001dB,-8.99997092904657e+001°)	(-1.77487180722815e+002dB,-8.99997092904657e+001°)
1.21338885046491e+003	(-4.54856816264261e+001dB,9.00003089798552e+001°)	(-1.23129278993588e+002dB,9.00003089798552e+001°)	(-9.98845607554399e+001dB,-8.99997101673027e+001°)	(-1.77528158122602e+002dB,-8.99997101673027e+001°)
1.21618600064630e+003	(-4.55095868117808e+001dB,9.00003081543758e+001°)	(-1.23173184178943e+002dB,9.00003081543758e+001°)	(-9.99055064660341e+001dB,-8.99997110413660e+001°)	(-1.77569103833196e+002dB,-8.99997110413660e+001°)
1.21898959892479e+003	(-4.55334759557659e+001dB,9.00003073318005e+001°)	(-1.23217073322928e+002dB,9.00003073318005e+001°)	(-9.99264205043710e+001dB,-8.99997119126709e+001°)	(-1.77610017871533e+002dB,-8.99997119126709e+001°)
1.22179966016480e+003	(-4.55573491667086e+001dB,9.00003065121148e+001°)	(-1.23260946533870e+002dB,9.00003065121148e+001°)	(-9.99473028862313e+001dB,-8.99997127812323e+001°)	(-1.77650900253393e+002dB,-8.99997127812323e+001°)
1.22461619926498e+003	(-4.55812065524313e+001dB,9.00003056953043e+001°)	(-1.23304803919593e+002dB,9.00003056953043e+001°)	(-9.99681536262411e+001dB,-8.99997136470653e+001°)	(-1.77691750993403e+002dB,-8.99997136470653e+001°)
1.22743923115833e+003	(-4.56050482202564e+001dB,9.00003048813549e+001°)	(-1.23348645587418e+002dB,9.00003048813549e+001°)	(-9.99889727378714e+001dB,-8.99997145101848e+001°)	(-1.77732570105033e+002dB,-8.99997145101848e+001°)
1.23026877081231e+003	(-4.56288742770113e+001dB,9.00003040702523e+001°)	(-1.23392471644173e+002dB,9.00003040702523e+001°)	(-1.00009760233438e+002dB,-8.99997153706054e+001°)	(-1.77773357600600e+002dB,-8.99997153706054e+001°)
1.23310483322884e+003	(-4.56526848290344e+001dB,9.00003032619825e+001°)	(-1.23436282196196e+002dB,9.00003032619825e+001°)	(-1.00030516124101e+002dB,-8.99997162283419e+001°)	(-1.77814113491263e+002dB,-8.99997162283419e+001°)
1.23594743344444e+003	(-4.56764799821795e+001dB,9.00003024565315e+001°)	(-1.23480077349341e+002dB,9.00003024565315e+001°)	(-1.00051240419863e+002dB,-8.99997170834088e+001°)	(-1.77854837787025e+002dB,-8.99997170834088e+001°)
1.23879658653030e+003	(-4.57002598418210e+001dB,9.00003016538855e+001°)	(-1.23523857208983e+002dB,9.00003016538855e+001°)	(-1.00071933129571e+002dB,-8.99997179358207e+001°)	(-1.77895530496733e+002dB,-8.99997179358207e+001°)
1.24165230759234e+003	(-4.57240245128597e+001dB,9.00003008540308e+001°)	(-1.23567621880022e+002dB,9.00003008540308e+001°)	(-1.00092594260913e+002dB,-8.99997187855919e+001°)	(-1.77936191628075e+002dB,-8.99997187855919e+001°)
1.24451461177131e+003	(-4.57477740997271e+001dB,9.00003000569536e+001°)	(-1.23611371466889e+002dB,9.00003000569536e+001°)	(-1.00113223820418e+002dB,-8.99997196327366e+001°)	(-1.77976821187580e+002dB,-8.99997196327366e+001°)
1.24738351424287e+003	(-4.57715087063909e+001dB,9.00002992626405e+001°)	(-1.23655106073553e+002dB,9.00002992626405e+001°)	(-1.00133821813457e+002dB,-8.99997204772691e+001°)	(-1.78017419180618e+002dB,-8.99997204772691e+001°)
1.25025903021765e+003	(-4.57952284363598e+001dB,9.00002984710780e+001°)	(-1.23698825803522e+002dB,9.00002984710780e+001°)	(-1.00154388244237e+002dB,-8.99997213192034e+001°)	(-1.78057985611399e+002dB,-8.99997213192034e+001°)
1.25314117494134e+003	(-4.58189333926888e+001dB,9.00002976822528e+001°)	(-1.23742530759851e+002dB,9.00002976822528e+001°)	(-1.00174923115806e+002dB,-8.99997221585536e+001°)	(-1.78098520482968e+002dB,-8.99997221585536e+001°)
1.25602996369480e+003	(-4.58426236779839e+001dB,9.00002968961516e+001°)	(-1.23786221045146e+002dB,9.00002968961516e+001°)	(-1.00195426430048e+002dB,-8.99997229953336e+001°)	(-1.78139023797209e+002dB,-8.99997229953336e+001°)
1.25892541179409e+003	(-4.58662993944074e+001dB,9.00002961127612e+001°)	(-1.23829896761569e+002dB,9.00002961127612e+001°)	(-1.00215898187681e+002dB,-8.99997238295571e+001°)	(-1.78179495554843e+002dB,-8.99997238295571e+001°)
1.26182753459060e+003	(-4.58899606436821e+001dB,9.00002953320686e+001°)	(-1.23873558010844e+002dB,9.00002953320686e+001°)	(-1.00236338388260e+002dB,-8.99997246612379e+001°)	(-1.78219935755421e+002dB,-8.99997246612379e+001°)
1.26473634747108e+003	(-4.59136075270974e+001dB,9.00002945540608e+001°)	(-1.23917204894259e+002dB,9.00002945540608e+001°)	(-1.00256747030169e+002dB,-8.99997254903896e+001°)	(-1.78260344397331e+002dB,-8.99997254903896e+001°)
1.26765186585777e+003	(-4.59372401455131e+001dB,9.00002937787249e+001°)	(-1.23960837512675e+002dB,9.00002937787249e+001°)	(-1.00277124110627e+002dB,-8.99997263170258e+001°)	(-1.78300721477789e+002dB,-8.99997263170258e+001°)
1.27057410520847e+003	(-4.59608585993649e+001dB,9.00002930060482e+001°)	(-1.24004455966527e+002dB,9.00002930060482e+001°)	(-1.00297469625679e+002dB,-8.99997271411600e+001°)	(-1.78341066992841e+002dB,-8.99997271411600e+001°)
1.27350308101659e+003	(-4.59844629886690e+001dB,9.00002922360179e+001°)	(-1.24048060355831e+002dB,9.00002922360179e+001°)	(-1.00317783570200e+002dB,-8.99997279628054e+001°)	(-1.78381380937361e+002dB,-8.99997279628054e+001°)
1.27643880881127e+003	(-4.60080534130270e+001dB,9.00002914686215e+001°)	(-1.24091650780189e+002dB,9.00002914686215e+001°)	(-1.00338065937888e+002dB,-8.99997287819754e+001°)	(-1.78421663305050e+002dB,-8.99997287819754e+001°)
1.27938130415745e+003	(-4.60316299716308e+001dB,9.00002907038464e+001°)	(-1.24135227338793e+002dB,9.00002907038464e+001°)	(-1.00358316721268e+002dB,-8.99997295986832e+001°)	(-1.78461914088429e+002dB,-8.99997295986832e+001°)
1.28233058265594e+003	(-4.60551927632670e+001dB,9.00002899416803e+001°)	(-1.24178790130429e+002dB,9.00002899416803e+001°)	(-1.00378535911683e+002dB,-8.99997304129419e+001°)	(-1.78502133278845e+002dB,-8.99997304129419e+001°)
1.28528665994354e+003	(-4.60787418863224e+001dB,9.00002891821107e+001°)	(-1.24222339253484e+002dB,9.00002891821107e+001°)	(-1.00398723499300e+002dB,-8.99997312247646e+001°)	(-1.78542320866461e+002dB,-8.99997312247646e+001°)
1.28824955169306e+003	(-4.61022774387880e+001dB,9.00002884251254e+001°)	(-1.24265874805950e+002dB,9.00002884251254e+001°)	(-1.00418879473099e+002dB,-8.99997320341641e+001°)	(-1.78582476840260e+002dB,-8.99997320341641e+001°)
1.29121927361346e+003	(-4.61257995182642e+001dB,9.00002876707123e+001°)	(-1.24309396885426e+002dB,9.00002876707123e+001°)	(-1.00439003820877e+002dB,-8.99997328411533e+001°)	(-1.78622601188039e+002dB,-8.99997328411533e+001°)
1.29419584144991e+003	(-4.61493082219654e+001dB,9.00002869188593e+001°)	(-1.24352905589127e+002dB,9.00002869188593e+001°)	(-1.00459096529244e+002dB,-8.99997336457450e+001°)	(-1.78662693896406e+002dB,-8.99997336457450e+001°)
1.29717927098388e+003	(-4.61728036467246e+001dB,9.00002861695544e+001°)	(-1.24396401013886e+002dB,9.00002861695544e+001°)	(-1.00479157583620e+002dB,-8.99997344479520e+001°)	(-1.78702754950781e+002dB,-8.99997344479520e+001°)
1.30016957803321e+003	(-4.61962858889983e+001dB,9.00002854227858e+001°)	(-1.24439883256160e+002dB,9.00002854227858e+001°)	(-1.00499186968230e+002dB,-8.99997352477868e+001°)	(-1.78742784335392e+002dB,-8.99997352477868e+001°)
1.30316677845222e+003	(-4.62197550448708e+001dB,9.00002846785414e+001°)	(-1.24483352412033e+002dB,9.00002846785414e+001°)	(-1.00519184666106e+002dB,-8.99997360452620e+001°)	(-1.78782782033268e+002dB,-8.99997360452620e+001°)
1.30617088813176e+003	(-4.62432112100593e+001dB,9.00002839368098e+001°)	(-1.24526808577221e+002dB,9.00002839368098e+001°)	(-1.00539150659082e+002dB,-8.99997368403900e+001°)	(-1.78822748026244e+002dB,-8.99997368403900e+001°)
1.30918192299933e+003	(-4.62666544799184e+001dB,9.00002831975791e+001°)	(-1.24570251847080e+002dB,9.00002831975791e+001°)	(-1.00559084927790e+002dB,-8.99997376331832e+001°)	(-1.78862682294952e+002dB,-8.99997376331832e+001°)
1.31219989901912e+003	(-4.62900849494444e+001dB,9.00002824608378e+001°)	(-1.24613682316606e+002dB,9.00002824608378e+001°)	(-1.00578987451658e+002dB,-8.99997384236540e+001°)	(-1.78902584818820e+002dB,-8.99997384236540e+001°)
1.31522483219216e+003	(-4.63135027132804e+001dB,9.00002817265745e+001°)	(-1.24657100080442e+002dB,9.00002817265745e+001°)	(-1.00598858208907e+002dB,-8.99997392118146e+001°)	(-1.78942455576069e+002dB,-8.99997392118146e+001°)
1.31825673855633e+003	(-4.63369078657203e+001dB,9.00002809947777e+001°)	(-1.24700505232882e+002dB,9.00002809947777e+001°)	(-1.00618697176548e+002dB,-8.99997399976771e+001°)	(-1.78982294543710e+002dB,-8.99997399976771e+001°)
1.32129563418649e+003	(-4.63603005007144e+001dB,9.00002802654361e+001°)	(-1.24743897867876e+002dB,9.00002802654361e+001°)	(-1.00638504330377e+002dB,-8.99997407812536e+001°)	(-1.79022101697539e+002dB,-8.99997407812536e+001°)
1.32434153519458e+003	(-4.63836807118726e+001dB,9.00002795385384e+001°)	(-1.24787278079034e+002dB,9.00002795385384e+001°)	(-1.00658279644974e+002dB,-8.99997415625561e+001°)	(-1.79061877012136e+002dB,-8.99997415625561e+001°)
1.32739445772966e+003	(-4.64070485924702e+001dB,9.00002788140734e+001°)	(-1.24830645959632e+002dB,9.00002788140734e+001°)	(-1.00678023093699e+002dB,-8.99997423415966e+001°)	(-1.79101620460861e+002dB,-8.99997423415966e+001°)
1.33045441797801e+003	(-4.64304042354517e+001dB,9.00002780920301e+001°)	(-1.24874001602613e+002dB,9.00002780920301e+001°)	(-1.00697734648686e+002dB,-8.99997431183869e+001°)	(-1.79141332015848e+002dB,-8.99997431183869e+001°)
1.33352143216324e+003	(-4.64537477334355e+001dB,9.00002773723975e+001°)	(-1.24917345100597e+002dB,9.00002773723975e+001°)	(-1.00717414280842e+002dB,-8.99997438929388e+001°)	(-1.79181011648004e+002dB,-8.99997438929388e+001°)
1.33659551654636e+003	(-4.64770791787188e+001dB,9.00002766551646e+001°)	(-1.24960676545881e+002dB,9.00002766551646e+001°)	(-1.00737061959843e+002dB,-8.99997446652641e+001°)	(-1.79220659327005e+002dB,-8.99997446652641e+001°)
1.33967668742585e+003	(-4.65003986632815e+001dB,9.00002759403204e+001°)	(-1.25003996030443e+002dB,9.00002759403204e+001°)	(-1.00756677654128e+002dB,-8.99997454353743e+001°)	(-1.79260275021290e+002dB,-8.99997454353743e+001°)
1.34276496113778e+003	(-4.65237062787912e+001dB,9.00002752278544e+001°)	(-1.25047303645953e+002dB,9.00002752278544e+001°)	(-1.00776261330897e+002dB,-8.99997462032810e+001°)	(-1.79299858698058e+002dB,-8.99997462032810e+001°)
1.34586035405587e+003	(-4.65470021166076e+001dB,9.00002745177557e+001°)	(-1.25090599483769e+002dB,9.00002745177557e+001°)	(-1.00795812956105e+002dB,-8.99997469689958e+001°)	(-1.79339410323267e+002dB,-8.99997469689958e+001°)
1.34896288259157e+003	(-4.65702862677866e+001dB,9.00002738100136e+001°)	(-1.25133883634948e+002dB,9.00002738100136e+001°)	(-1.00815332494461e+002dB,-8.99997477325302e+001°)	(-1.79378929861623e+002dB,-8.99997477325302e+001°)
1.35207256319419e+003	(-4.65935588230854e+001dB,9.00002731046176e+001°)	(-1.25177156190247e+002dB,9.00002731046176e+001°)	(-1.00834819909419e+002dB,-8.99997484938954e+001°)	(-1.79418417276581e+002dB,-8.99997484938954e+001°)
1.35518941235095e+003	(-4.66168198729665e+001dB,9.00002724015573e+001°)	(-1.25220417240128e+002dB,9.00002724015573e+001°)	(-1.00854275163179e+002dB,-8.99997492531027e+001°)	(-1.79457872530341e+002dB,-8.99997492531027e+001°)
1.35831344658707e+003	(-4.66400695076027e+001dB,9.00002717008222e+001°)	(-1.25263666874764e+002dB,9.00002717008222e+001°)	(-1.00873698216677e+002dB,-8.99997500101635e+001°)	(-1.79497295583839e+002dB,-8.99997500101635e+001°)
1.36144468246587e+003	(-4.66633078168809e+001dB,9.00002710024019e+001°)	(-1.25306905184043e+002dB,9.00002710024019e+001°)	(-1.00893089029584e+002dB,-8.99997507650889e+001°)	(-1.79536686396746e+002dB,-8.99997507650889e+001°)
1.36458313658884e+003	(-4.66865348904068e+001dB,9.00002703062862e+001°)	(-1.25350132257569e+002dB,9.00002703062862e+001°)	(-1.00912447560300e+002dB,-8.99997515178900e+001°)	(-1.79576044927462e+002dB,-8.99997515178900e+001°)
1.36772882559576e+003	(-4.67097508175098e+001dB,9.00002696124648e+001°)	(-1.25393348184672e+002dB,9.00002696124648e+001°)	(-1.00931773765948e+002dB,-8.99997522685778e+001°)	(-1.79615371133110e+002dB,-8.99997522685778e+001°)
1.37088176616477e+003	(-4.67329556872469e+001dB,9.00002689209277e+001°)	(-1.25436553054409e+002dB,9.00002689209277e+001°)	(-1.00951067602373e+002dB,-8.99997530171633e+001°)	(-1.79654664969535e+002dB,-8.99997530171633e+001°)
1.37404197501243e+003	(-4.67561495884072e+001dB,9.00002682316646e+001°)	(-1.25479746955569e+002dB,9.00002682316646e+001°)	(-1.00970329024131e+002dB,-8.99997537636575e+001°)	(-1.79693926391293e+002dB,-8.99997537636575e+001°)
1.37720946889386e+003	(-4.67793326095168e+001dB,9.00002675446658e+001°)	(-1.25522929976679e+002dB,9.00002675446658e+001°)	(-1.00989557984488e+002dB,-8.99997545080711e+001°)	(-1.79733155351649e+002dB,-8.99997545080711e+001°)
1.38038426460280e+003	(-4.68025048388427e+001dB,9.00002668599211e+001°)	(-1.25566102206004e+002dB,9.00002668599211e+001°)	(-1.01008754435413e+002dB,-8.99997552504150e+001°)	(-1.79772351802575e+002dB,-8.99997552504150e+001°)
1.38356637897170e+003	(-4.68256663643974e+001dB,9.00002661774207e+001°)	(-1.25609263731559e+002dB,9.00002661774207e+001°)	(-1.01027918327575e+002dB,-8.99997559906999e+001°)	(-1.79811515694736e+002dB,-8.99997559906999e+001°)
1.38675582887180e+003	(-4.68488172739438e+001dB,9.00002654971549e+001°)	(-1.25652414641106e+002dB,9.00002654971549e+001°)	(-1.01047049610332e+002dB,-8.99997567289365e+001°)	(-1.79850646977493e+002dB,-8.99997567289365e+001°)
1.38995263121327e+003	(-4.68719576549987e+001dB,9.00002648191139e+001°)	(-1.25695555022160e+002dB,9.00002648191139e+001°)	(-1.01066148231731e+002dB,-8.99997574651353e+001°)	(-1.79889745598892e+002dB,-8.99997574651353e+001°)
1.39315680294522e+003	(-4.68950875948383e+001dB,9.00002641432881e+001°)	(-1.25738684962000e+002dB,9.00002641432881e+001°)	(-1.01085214138499e+002dB,-8.99997581993069e+001°)	(-1.79928811505661e+002dB,-8.99997581993069e+001°)
1.39636836105585e+003	(-4.69182071805018e+001dB,9.00002634696677e+001°)	(-1.25781804547664e+002dB,9.00002634696677e+001°)	(-1.01104247276039e+002dB,-8.99997589314618e+001°)	(-1.79967844643201e+002dB,-8.99997589314618e+001°)
1.39958732257253e+003	(-4.69413164987963e+001dB,9.00002627982434e+001°)	(-1.25824913865958e+002dB,9.00002627982434e+001°)	(-1.01123247588421e+002dB,-8.99997596616105e+001°)	(-1.80006844955583e+002dB,-8.99997596616105e+001°)
1.40281370456187e+003	(-4.69644156363009e+001dB,9.00002621290057e+001°)	(-1.25868013003463e+002dB,9.00002621290057e+001°)	(-1.01142215018379e+002dB,-8.99997603897632e+001°)	(-1.80045812385541e+002dB,-8.99997603897632e+001°)
1.40604752412983e+003	(-4.69875046793717e+001dB,9.00002614619450e+001°)	(-1.25911102046533e+002dB,9.00002614619450e+001°)	(-1.01161149507303e+002dB,-8.99997611159304e+001°)	(-1.80084746874465e+002dB,-8.99997611159304e+001°)
1.40928879842179e+003	(-4.70105837141454e+001dB,9.00002607970521e+001°)	(-1.25954181081307e+002dB,9.00002607970521e+001°)	(-1.01180050995233e+002dB,-8.99997618401222e+001°)	(-1.80123648362395e+002dB,-8.99997618401222e+001°)
1.41253754462267e+003	(-4.70336528265447e+001dB,9.00002601343177e+001°)	(-1.25997250193706e+002dB,9.00002601343177e+001°)	(-1.01198919420852e+002dB,-8.99997625623488e+001°)	(-1.80162516788014e+002dB,-8.99997625623488e+001°)
1.41579377995699e+003	(-4.70567121022820e+001dB,9.00002594737327e+001°)	(-1.26040309469444e+002dB,9.00002594737327e+001°)	(-1.01217754721480e+002dB,-8.99997632826204e+001°)	(-1.80201352088642e+002dB,-8.99997632826204e+001°)
1.41905752168900e+003	(-4.70797616268642e+001dB,9.00002588152877e+001°)	(-1.26083358994026e+002dB,9.00002588152877e+001°)	(-1.01236556833066e+002dB,-8.99997640009472e+001°)	(-1.80240154200227e+002dB,-8.99997640009472e+001°)
1.42232878712273e+003	(-4.71028014855972e+001dB,9.00002581589738e+001°)	(-1.26126398852759e+002dB,9.00002581589738e+001°)	(-1.01255325690182e+002dB,-8.99997647173390e+001°)	(-1.80278923057344e+002dB,-8.99997647173390e+001°)
1.42560759360210e+003	(-4.71258317635900e+001dB,9.00002575047819e+001°)	(-1.26169429130752e+002dB,9.00002575047819e+001°)	(-1.01274061226017e+002dB,-8.99997654318059e+001°)	(-1.80317658593179e+002dB,-8.99997654318059e+001°)
1.42889395851101e+003	(-4.71488525457596e+001dB,9.00002568527030e+001°)	(-1.26212449912921e+002dB,9.00002568527030e+001°)	(-1.01292763372368e+002dB,-8.99997661443578e+001°)	(-1.80356360739529e+002dB,-8.99997661443578e+001°)
1.43218789927345e+003	(-4.71718639168354e+001dB,9.00002562027283e+001°)	(-1.26255461283997e+002dB,9.00002562027283e+001°)	(-1.01311432059632e+002dB,-8.99997668550046e+001°)	(-1.80395029426793e+002dB,-8.99997668550046e+001°)
1.43548943335357e+003	(-4.71948659613634e+001dB,9.00002555548488e+001°)	(-1.26298463328525e+002dB,9.00002555548488e+001°)	(-1.01330067216801e+002dB,-8.99997675637560e+001°)	(-1.80433664583962e+002dB,-8.99997675637560e+001°)
1.43879857825576e+003	(-4.72178587637111e+001dB,9.00002549090558e+001°)	(-1.26341456130873e+002dB,9.00002549090558e+001°)	(-1.01348668771452e+002dB,-8.99997682706219e+001°)	(-1.80472266138614e+002dB,-8.99997682706219e+001°)
1.44211535152478e+003	(-4.72408424080715e+001dB,9.00002542653406e+001°)	(-1.26384439775233e+002dB,9.00002542653406e+001°)	(-1.01367236649742e+002dB,-8.99997689756120e+001°)	(-1.80510834016904e+002dB,-8.99997689756120e+001°)
1.44543977074584e+003	(-4.72638169784680e+001dB,9.00002536236944e+001°)	(-1.26427414345630e+002dB,9.00002536236944e+001°)	(-1.01385770776397e+002dB,-8.99997696787359e+001°)	(-1.80549368143559e+002dB,-8.99997696787359e+001°)
1.44877185354467e+003	(-4.72867825587590e+001dB,9.00002529841087e+001°)	(-1.26470379925921e+002dB,9.00002529841087e+001°)	(-1.01404271074706e+002dB,-8.99997703800032e+001°)	(-1.80587868441868e+002dB,-8.99997703800032e+001°)
1.45211161758765e+003	(-4.73097392326422e+001dB,9.00002523465749e+001°)	(-1.26513336599804e+002dB,9.00002523465749e+001°)	(-1.01422737466512e+002dB,-8.99997710794235e+001°)	(-1.80626334833674e+002dB,-8.99997710794235e+001°)
1.45545908058187e+003	(-4.73326870836589e+001dB,9.00002517110845e+001°)	(-1.26556284450821e+002dB,9.00002517110845e+001°)	(-1.01441169872203e+002dB,-8.99997717770063e+001°)	(-1.80664767239365e+002dB,-8.99997717770063e+001°)
1.45881426027526e+003	(-4.73556261951990e+001dB,9.00002510776290e+001°)	(-1.26599223562361e+002dB,9.00002510776290e+001°)	(-1.01459568210706e+002dB,-8.99997724727611e+001°)	(-1.80703165577867e+002dB,-8.99997724727611e+001°)
1.46217717445663e+003	(-4.73785566505057e+001dB,9.00002504462002e+001°)	(-1.26642154017667e+002dB,9.00002504462002e+001°)	(-1.01477932399475e+002dB,-8.99997731666972e+001°)	(-1.80741529766637e+002dB,-8.99997731666972e+001°)
1.46554784095582e+003	(-4.74014785326792e+001dB,9.00002498167895e+001°)	(-1.26685075899841e+002dB,9.00002498167895e+001°)	(-1.01496262354485e+002dB,-8.99997738588241e+001°)	(-1.80779859721647e+002dB,-8.99997738588241e+001°)
1.46892627764377e+003	(-4.74243919246825e+001dB,9.00002491893888e+001°)	(-1.26727989291844e+002dB,9.00002491893888e+001°)	(-1.01514557990223e+002dB,-8.99997745491510e+001°)	(-1.80818155357385e+002dB,-8.99997745491510e+001°)
1.47231250243263e+003	(-4.74472969093450e+001dB,9.00002485639899e+001°)	(-1.26770894276507e+002dB,9.00002485639899e+001°)	(-1.01532819219676e+002dB,-8.99997752376872e+001°)	(-1.80856416586838e+002dB,-8.99997752376872e+001°)
1.47570653327580e+003	(-4.74701935693676e+001dB,9.00002479405845e+001°)	(-1.26813790936529e+002dB,9.00002479405845e+001°)	(-1.01551045954325e+002dB,-8.99997759244419e+001°)	(-1.80894643321487e+002dB,-8.99997759244419e+001°)
1.47910838816811e+003	(-4.74930819873272e+001dB,9.00002473191646e+001°)	(-1.26856679354489e+002dB,9.00002473191646e+001°)	(-1.01569238104133e+002dB,-8.99997766094243e+001°)	(-1.80932835471295e+002dB,-8.99997766094243e+001°)
1.48251808514586e+003	(-4.75159622456814e+001dB,9.00002466997221e+001°)	(-1.26899559612843e+002dB,9.00002466997221e+001°)	(-1.01587395577539e+002dB,-8.99997772926436e+001°)	(-1.80970992944701e+002dB,-8.99997772926436e+001°)
1.48593564228691e+003	(-4.75388344267734e+001dB,9.00002460822490e+001°)	(-1.26942431793935e+002dB,9.00002460822490e+001°)	(-1.01605518281443e+002dB,-8.99997779741087e+001°)	(-1.81009115648605e+002dB,-8.99997779741087e+001°)
1.48936107771082e+003	(-4.75616986128362e+001dB,9.00002454667374e+001°)	(-1.26985295979998e+002dB,9.00002454667374e+001°)	(-1.01623606121203e+002dB,-8.99997786538288e+001°)	(-1.81047203488365e+002dB,-8.99997786538288e+001°)
1.49279440957890e+003	(-4.75845548859975e+001dB,9.00002448531793e+001°)	(-1.27028152253159e+002dB,9.00002448531793e+001°)	(-1.01641659000618e+002dB,-8.99997793318129e+001°)	(-1.81085256367779e+002dB,-8.99997793318129e+001°)
1.49623565609434e+003	(-4.76074033282850e+001dB,9.00002442415669e+001°)	(-1.27071000695447e+002dB,9.00002442415669e+001°)	(-1.01659676821922e+002dB,-8.99997800080698e+001°)	(-1.81123274189083e+002dB,-8.99997800080698e+001°)
1.49968483550228e+003	(-4.76302440216300e+001dB,9.00002436318924e+001°)	(-1.27113841388792e+002dB,9.00002436318924e+001°)	(-1.01677659485772e+002dB,-8.99997806826085e+001°)	(-1.81161256852934e+002dB,-8.99997806826085e+001°)
1.50314196608993e+003	(-4.76530770478732e+001dB,9.00002430241481e+001°)	(-1.27156674415035e+002dB,9.00002430241481e+001°)	(-1.01695606891241e+002dB,-8.99997813554379e+001°)	(-1.81199204258402e+002dB,-8.99997813554379e+001°)
1.50660706618665e+003	(-4.76759024887691e+001dB,9.00002424183263e+001°)	(-1.27199499855931e+002dB,9.00002424183263e+001°)	(-1.01713518935800e+002dB,-8.99997820265667e+001°)	(-1.81237116302961e+002dB,-8.99997820265667e+001°)
1.51008015416405e+003	(-4.76987204259908e+001dB,9.00002418144193e+001°)	(-1.27242317793153e+002dB,9.00002418144193e+001°)	(-1.01731395515314e+002dB,-8.99997826960038e+001°)	(-1.81274992882475e+002dB,-8.99997826960038e+001°)
1.51356124843611e+003	(-4.77215309411348e+001dB,9.00002412124196e+001°)	(-1.27285128308297e+002dB,9.00002412124196e+001°)	(-1.01749236524028e+002dB,-8.99997833637578e+001°)	(-1.81312833891189e+002dB,-8.99997833637578e+001°)
1.51705036745924e+003	(-4.77443341157260e+001dB,9.00002406123196e+001°)	(-1.27327931482888e+002dB,9.00002406123196e+001°)	(-1.01767041854556e+002dB,-8.99997840298375e+001°)	(-1.81350639221718e+002dB,-8.99997840298375e+001°)
1.52054752973240e+003	(-4.77671300312223e+001dB,9.00002400141118e+001°)	(-1.27370727398384e+002dB,9.00002400141118e+001°)	(-1.01784811397870e+002dB,-8.99997846942515e+001°)	(-1.81388408765031e+002dB,-8.99997846942515e+001°)
1.52405275379719e+003	(-4.77899187690200e+001dB,9.00002394177888e+001°)	(-1.27413516136182e+002dB,9.00002394177888e+001°)	(-1.01802545043287e+002dB,-8.99997853570085e+001°)	(-1.81426142410449e+002dB,-8.99997853570085e+001°)
1.52756605823797e+003	(-4.78127004104584e+001dB,9.00002388233433e+001°)	(-1.27456297777620e+002dB,9.00002388233433e+001°)	(-1.01820242678461e+002dB,-8.99997860181169e+001°)	(-1.81463840045622e+002dB,-8.99997860181169e+001°)
1.53108746168193e+003	(-4.78354750368248e+001dB,9.00002382307678e+001°)	(-1.27499072403987e+002dB,9.00002382307678e+001°)	(-1.01837904189364e+002dB,-8.99997866775853e+001°)	(-1.81501501556526e+002dB,-8.99997866775853e+001°)
1.53461698279920e+003	(-4.78582427293595e+001dB,9.00002376400550e+001°)	(-1.27541840096521e+002dB,9.00002376400550e+001°)	(-1.01855529460283e+002dB,-8.99997873354223e+001°)	(-1.81539126827445e+002dB,-8.99997873354223e+001°)
1.53815464030294e+003	(-4.78810035692609e+001dB,9.00002370511979e+001°)	(-1.27584600936423e+002dB,9.00002370511979e+001°)	(-1.01873118373800e+002dB,-8.99997879916363e+001°)	(-1.81576715740962e+002dB,-8.99997879916363e+001°)
1.54170045294946e+003	(-4.79037576376906e+001dB,9.00002364641890e+001°)	(-1.27627355004852e+002dB,9.00002364641890e+001°)	(-1.01890670810782e+002dB,-8.99997886462356e+001°)	(-1.81614268177944e+002dB,-8.99997886462356e+001°)
