Freq.	I(V1)	I(V1)/(2*pi*freq)	I(V2)	I(V2)/(2*pi*freq)
2.91742701400109e+002	(-2.62866370224766e+001dB,-9.00027774274524e+001°)	(-9.15502343896387e+001dB,-9.00027774274524e+001°)	(-8.12514683136906e+001dB,8.99972181737030e+001°)	(-1.46515065680853e+002dB,8.99972181737030e+001°)
2.92415237784326e+002	(-2.61710366086838e+001dB,-9.00028146497643e+001°)	(-9.14546339758459e+001dB,-9.00028146497643e+001°)	(-8.11357176306311e+001dB,8.99971809411960e+001°)	(-1.46419314997793e+002dB,8.99971809411960e+001°)
2.93089324525025e+002	(-2.60539232072636e+001dB,-9.00028528678642e+001°)	(-9.13575205744257e+001dB,-9.00028528678642e+001°)	(-8.10184532610064e+001dB,8.99971427128770e+001°)	(-1.46322050628168e+002dB,8.99971427128770e+001°)
2.93764965196146e+002	(-2.59352554521379e+001dB,-9.00028921224541e+001°)	(-9.12588528193000e+001dB,-9.00028921224541e+001°)	(-8.08996338354625e+001dB,8.99971034480441e+001°)	(-1.46223231202625e+002dB,8.99971034480441e+001°)
2.94442163379869e+002	(-2.58149902744597e+001dB,-9.00029324564853e+001°)	(-9.11585876416218e+001dB,-9.00029324564853e+001°)	(-8.07792162818611e+001dB,8.99970631037459e+001°)	(-1.46122813649023e+002dB,8.99970631037459e+001°)
2.95120922666631e+002	(-2.56930828078652e+001dB,-9.00029739153155e+001°)	(-9.10566801750272e+001dB,-9.00029739153155e+001°)	(-8.06571557305314e+001dB,8.99970216346247e+001°)	(-1.46020753097693e+002dB,8.99970216346247e+001°)
2.95801246655147e+002	(-2.55694862870428e+001dB,-9.00030165468799e+001°)	(-9.09530836542049e+001dB,-9.00030165468799e+001°)	(-8.05334054128392e+001dB,8.99969789927450e+001°)	(-1.45917002780001e+002dB,8.99969789927450e+001°)
2.96483138952427e+002	(-2.54441519390458e+001dB,-9.00030604018771e+001°)	(-9.08477493062079e+001dB,-9.00030604018771e+001°)	(-8.04079165524990e+001dB,8.99969351274085e+001°)	(-1.45811513919661e+002dB,8.99969351274085e+001°)
2.97166603173795e+002	(-2.53170288667141e+001dB,-9.00031055339709e+001°)	(-9.07406262338762e+001dB,-9.00031055339709e+001°)	(-8.02806382489965e+001dB,8.99968899849511e+001°)	(-1.45704235616159e+002dB,8.99968899849511e+001°)
2.97851642942911e+002	(-2.51880639235114e+001dB,-9.00031520000102e+001°)	(-9.06316612906735e+001dB,-9.00031520000102e+001°)	(-8.01515173524250e+001dB,8.99968435085239e+001°)	(-1.45595114719587e+002dB,8.99968435085239e+001°)
2.98538261891788e+002	(-2.50572015790041e+001dB,-9.00031998602693e+001°)	(-9.05207989461662e+001dB,-9.00031998602693e+001°)	(-8.00204983289642e+001dB,8.99967956378526e+001°)	(-1.45484095696126e+002dB,8.99967956378526e+001°)
2.99226463660811e+002	(-2.49243837741320e+001dB,-9.00032491787094e+001°)	(-9.04079811412941e+001dB,-9.00032491787094e+001°)	(-7.98875231161517e+001dB,8.99967463089760e+001°)	(-1.45371120483314e+002dB,8.99967463089760e+001°)
2.99916251898757e+002	(-2.47895497653256e+001dB,-9.00033000232650e+001°)	(-9.02931471324877e+001dB,-9.00033000232650e+001°)	(-7.97525309669989e+001dB,8.99966954539592e+001°)	(-1.45256128334161e+002dB,8.99966954539592e+001°)
3.00607630262815e+002	(-2.46526359564232e+001dB,-9.00033524661575e+001°)	(-9.01762333235853e+001dB,-9.00033524661575e+001°)	(-7.96154582819093e+001dB,8.99966430005811e+001°)	(-1.45139055649071e+002dB,8.99966430005811e+001°)
3.01300602418604e+002	(-2.45135757172227e+001dB,-9.00034065842386e+001°)	(-9.00571730843848e+001dB,-9.00034065842386e+001°)	(-7.94762384272292e+001dB,8.99965888719898e+001°)	(-1.45019835794391e+002dB,8.99965888719898e+001°)
3.01995172040194e+002	(-2.43722991873737e+001dB,-9.00034624593672e+001°)	(-8.99358965545358e+001dB,-9.00034624593672e+001°)	(-7.93348015391404e+001dB,8.99965329863264e+001°)	(-1.44898398906302e+002dB,8.99965329863264e+001°)
3.02691342810123e+002	(-2.42287330641635e+001dB,-9.00035201788243e+001°)	(-8.98123304313256e+001dB,-9.00035201788243e+001°)	(-7.91910743114458e+001dB,8.99964752563097e+001°)	(-1.44774671678608e+002dB,8.99964752563097e+001°)
3.03389118419419e+002	(-2.40828003725846e+001dB,-9.00035798357696e+001°)	(-8.96863977397466e+001dB,-9.00035798357696e+001°)	(-7.90449797656368e+001dB,8.99964155887801e+001°)	(-1.44648577132799e+002dB,8.99964155887801e+001°)
3.04088502567620e+002	(-2.39344202158770e+001dB,-9.00036415297442e+001°)	(-8.95580175830391e+001dB,-9.00036415297442e+001°)	(-7.88964370014360e+001dB,8.99963538841963e+001°)	(-1.44520034368598e+002dB,8.99963538841963e+001°)
3.04789498962790e+002	(-2.37835075045227e+001dB,-9.00037053672273e+001°)	(-8.94271048716848e+001dB,-9.00037053672273e+001°)	(-7.87453609257906e+001dB,8.99962900360792e+001°)	(-1.44388958292953e+002dB,8.99962900360792e+001°)
3.05492111321543e+002	(-2.36299726614178e+001dB,-9.00037714622511e+001°)	(-8.92935700285799e+001dB,-9.00037714622511e+001°)	(-7.85916619580456e+001dB,8.99962239303964e+001°)	(-1.44255259325208e+002dB,8.99962239303964e+001°)
3.06196343369060e+002	(-2.34737213006660e+001dB,-9.00038399370823e+001°)	(-8.91573186678281e+001dB,-9.00038399370823e+001°)	(-7.84352457087364e+001dB,8.99961554448812e+001°)	(-1.44118843075898e+002dB,8.99961554448812e+001°)
3.06902198839108e+002	(-2.33146538771082e+001dB,-9.00039109229797e+001°)	(-8.90182512442703e+001dB,-9.00039109229797e+001°)	(-7.82760126291186e+001dB,8.99960844482747e+001°)	(-1.43979609996281e+002dB,8.99960844482747e+001°)
3.07609681474063e+002	(-2.31526653033307e+001dB,-9.00039845610358e+001°)	(-8.88762626704928e+001dB,-9.00039845610358e+001°)	(-7.81138576281763e+001dB,8.99960107994845e+001°)	(-1.43837454995338e+002dB,8.99960107994845e+001°)
3.08318795024927e+002	(-2.29876445304608e+001dB,-9.00040610031153e+001°)	(-8.87312418976228e+001dB,-9.00040610031153e+001°)	(-7.79486696534169e+001dB,8.99959343466455e+001°)	(-1.43692267020579e+002dB,8.99959343466455e+001°)
3.09029543251351e+002	(-2.28194740885627e+001dB,-9.00041404129036e+001°)	(-8.85830714557247e+001dB,-9.00041404129036e+001°)	(-7.77803312312682e+001dB,8.99958549260726e+001°)	(-1.43543928598430e+002dB,8.99958549260726e+001°)
3.09741929921650e+002	(-2.26480295818693e+001dB,-9.00042229670792e+001°)	(-8.84316269490314e+001dB,-9.00042229670792e+001°)	(-7.76087179623087e+001dB,8.99957723610871e+001°)	(-1.43392315329471e+002dB,8.99957723610871e+001°)
3.10455958812827e+002	(-2.24731791334168e+001dB,-9.00043088566293e+001°)	(-8.82767765005789e+001dB,-9.00043088566293e+001°)	(-7.74336979659029e+001dB,8.99956864607017e+001°)	(-1.43237295333065e+002dB,8.99956864607017e+001°)
3.11171633710593e+002	(-2.22947827728719e+001dB,-9.00043982883281e+001°)	(-8.81183801400340e+001dB,-9.00043982883281e+001°)	(-7.72551312680286e+001dB,8.99955970181421e+001°)	(-1.43078728635191e+002dB,8.99955970181421e+001°)
3.11888958409385e+002	(-2.21126917604326e+001dB,-9.00044914864027e+001°)	(-8.79562891275947e+001dB,-9.00044914864027e+001°)	(-7.70728691251768e+001dB,8.99955038091813e+001°)	(-1.42916466492339e+002dB,8.99955038091813e+001°)
3.12607936712387e+002	(-2.19267478386196e+001dB,-9.00045886944140e+001°)	(-8.77903452057816e+001dB,-9.00045886944140e+001°)	(-7.68867532761438e+001dB,8.99954065902582e+001°)	(-1.42750350643306e+002dB,8.99954065902582e+001°)
3.13328572431550e+002	(-2.17367824025302e+001dB,-9.00046901773860e+001°)	(-8.76203797696923e+001dB,-9.00046901773860e+001°)	(-7.66966151122848e+001dB,8.99953050963487e+001°)	(-1.42580212479447e+002dB,8.99953050963487e+001°)
3.14050869387613e+002	(-2.15426155776527e+001dB,-9.00047962242242e+001°)	(-8.74462129448147e+001dB,-9.00047962242242e+001°)	(-7.65022747553278e+001dB,8.99951990385475e+001°)	(-1.42405872122490e+002dB,8.99951990385475e+001°)
3.14774831410123e+002	(-2.13440551925976e+001dB,-9.00049071504666e+001°)	(-8.72676525597597e+001dB,-9.00049071504666e+001°)	(-7.63035400301054e+001dB,8.99950881013163e+001°)	(-1.42227137397267e+002dB,8.99950881013163e+001°)
3.15500462337454e+002	(-2.11408956320490e+001dB,-9.00050233014255e+001°)	(-8.70844929992111e+001dB,-9.00050233014255e+001°)	(-7.61002053175053e+001dB,8.99949719393426e+001°)	(-1.42043802684667e+002dB,8.99949719393426e+001°)
3.16227766016829e+002	(-2.09329165527660e+001dB,-9.00051450557843e+001°)	(-8.68965139199281e+001dB,-9.00051450557843e+001°)	(-7.58920502704726e+001dB,8.99948501739433e+001°)	(-1.41855647637635e+002dB,8.99948501739433e+001°)
3.16956746304341e+002	(-2.07198814425389e+001dB,-9.00052728297281e+001°)	(-8.67034788097010e+001dB,-9.00052728297281e+001°)	(-7.56788383729649e+001dB,8.99947223889331e+001°)	(-1.41662435740127e+002dB,8.99947223889331e+001°)
3.17687407064968e+002	(-2.05015359984678e+001dB,-9.00054070817041e+001°)	(-8.65051333656298e+001dB,-9.00054070817041e+001°)	(-7.54603153182315e+001dB,8.99945881258645e+001°)	(-1.41463912685394e+002dB,8.99945881258645e+001°)
3.18419752172604e+002	(-2.02776062966814e+001dB,-9.00055483179262e+001°)	(-8.63012036638435e+001dB,-9.00055483179262e+001°)	(-7.52362071785319e+001dB,8.99944468785239e+001°)	(-1.41259804545694e+002dB,8.99944468785239e+001°)
3.19153785510067e+002	(-2.00477967204548e+001dB,-9.00056970987616e+001°)	(-8.60913940876168e+001dB,-9.00056970987616e+001°)	(-7.50062183332535e+001dB,8.99942980865439e+001°)	(-1.41049815700416e+002dB,8.99942980865439e+001°)
3.19889510969131e+002	(-1.98117876074201e+001dB,-9.00058540461721e+001°)	(-8.58753849745821e+001dB,-9.00058540461721e+001°)	(-7.47700291161219e+001dB,8.99941411279625e+001°)	(-1.40833626483284e+002dB,8.99941411279625e+001°)
3.20626932450538e+002	(-1.95692325688872e+001dB,-9.00060198524157e+001°)	(-8.56528299360493e+001dB,-9.00060198524157e+001°)	(-7.45272931345223e+001dB,8.99939753105218e+001°)	(-1.40610890501684e+002dB,8.99939753105218e+001°)
3.21366053864023e+002	(-1.93197554248660e+001dB,-9.00061952902670e+001°)	(-8.54233527920281e+001dB,-9.00061952902670e+001°)	(-7.42776342045205e+001dB,8.99937998614471e+001°)	(-1.40381231571683e+002dB,8.99937998614471e+001°)
3.22106879128335e+002	(-1.90629466867215e+001dB,-9.00063812250737e+001°)	(-8.51865440538835e+001dB,-9.00063812250737e+001°)	(-7.40206428335188e+001dB,8.99936139153906e+001°)	(-1.40144240200681e+002dB,8.99936139153906e+001°)
3.22849412171255e+002	(-1.87983595048982e+001dB,-9.00065786290467e+001°)	(-8.49419568720602e+001dB,-9.00065786290467e+001°)	(-7.37558721679802e+001dB,8.99934165001414e+001°)	(-1.39899469535142e+002dB,8.99934165001414e+001°)
3.23593656929619e+002	(-1.85255049810239e+001dB,-9.00067885982814e+001°)	(-8.46891023481859e+001dB,-9.00067885982814e+001°)	(-7.34828333055319e+001dB,8.99932065196039e+001°)	(-1.39646430672694e+002dB,8.99932065196039e+001°)
3.24339617349340e+002	(-1.82438467208574e+001dB,-9.00070123731398e+001°)	(-8.44274440880195e+001dB,-9.00070123731398e+001°)	(-7.32009898479127e+001dB,8.99929827334163e+001°)	(-1.39384587215075e+002dB,8.99929827334163e+001°)
3.25087297385425e+002	(-1.79527944756112e+001dB,-9.00072513627926e+001°)	(-8.41563918427733e+001dB,-9.00072513627926e+001°)	(-7.29097515422961e+001dB,8.99927437324075e+001°)	(-1.39113348909458e+002dB,8.99927437324075e+001°)
3.25836701002000e+002	(-1.76516966822014e+001dB,-9.00075071749494e+001°)	(-8.38752940493634e+001dB,-9.00075071749494e+001°)	(-7.26084668215395e+001dB,8.99924879088680e+001°)	(-1.38832064188702e+002dB,8.99924879088680e+001°)
3.26587832172327e+002	(-1.73398316653942e+001dB,-9.00077816520999e+001°)	(-8.35834290325562e+001dB,-9.00077816520999e+001°)	(-7.22964140063316e+001dB,8.99922134203081e+001°)	(-1.38540011373494e+002dB,8.99922134203081e+001°)
3.27340694878829e+002	(-1.70163972030774e+001dB,-9.00080769159953e+001°)	(-8.32799945702394e+001dB,-9.00080769159953e+001°)	(-7.19727908704626e+001dB,8.99919181449764e+001°)	(-1.38236388237625e+002dB,8.99919181449764e+001°)
3.28095293113110e+002	(-1.66804980750140e+001dB,-9.00083954226408e+001°)	(-8.29640954421760e+001dB,-9.00083954226408e+001°)	(-7.16367021895785e+001dB,8.99915996268677e+001°)	(-1.37920299556741e+002dB,8.99915996268677e+001°)
3.28851630875974e+002	(-1.63311311085943e+001dB,-9.00087400308159e+001°)	(-8.26347284757564e+001dB,-9.00087400308159e+001°)	(-7.12871447869328e+001dB,8.99912550072025e+001°)	(-1.37590742154095e+002dB,8.99912550072025e+001°)
3.29609712177449e+002	(-1.59671670923972e+001dB,-9.00091140881707e+001°)	(-8.22907644595593e+001dB,-9.00091140881707e+001°)	(-7.09229894469478e+001dB,8.99908809383306e+001°)	(-1.37246586814110e+002dB,8.99908809383306e+001°)
3.30369541036806e+002	(-1.55873287357617e+001dB,-9.00095215403931e+001°)	(-8.19309261029237e+001dB,-9.00095215403931e+001°)	(-7.05429588747860e+001dB,8.99904734745639e+001°)	(-1.36886556241948e+002dB,8.99904734745639e+001°)
3.31131121482582e+002	(-1.51901635894657e+001dB,-9.00099670709968e+001°)	(-8.15537609566278e+001dB,-9.00099670709968e+001°)	(-7.01456006170288e+001dB,8.99900279323887e+001°)	(-1.36509197984191e+002dB,8.99900279323887e+001°)
3.31894457552601e+002	(-1.47740104786050e+001dB,-9.00104562822421e+001°)	(-8.11576078457671e+001dB,-9.00104562822421e+001°)	(-6.97292534945552e+001dB,8.99895387095448e+001°)	(-1.36112850861717e+002dB,8.99895387095448e+001°)
3.32659553293995e+002	(-1.43369574881314e+001dB,-9.00109959320366e+001°)	(-8.07405548552935e+001dB,-9.00109959320366e+001°)	(-6.92920055880802e+001dB,8.99889990481244e+001°)	(-1.35695602955242e+002dB,8.99889990481244e+001°)
3.33426412763226e+002	(-1.38767888142422e+001dB,-9.00115942481260e+001°)	(-8.03003861814043e+001dB,-9.00115942481260e+001°)	(-6.88316410895439e+001dB,8.99884007203816e+001°)	(-1.35255238456706e+002dB,8.99884007203816e+001°)
3.34195040026105e+002	(-1.33909167417229e+001dB,-9.00122613506824e+001°)	(-7.98345141088850e+001dB,-9.00122613506824e+001°)	(-6.83455722794540e+001dB,8.99877336061445e+001°)	(-1.34789169646616e+002dB,8.99877336061445e+001°)
3.34965439157818e+002	(-1.28762934543961e+001dB,-9.00130098295837e+001°)	(-7.93398908215581e+001dB,-9.00130098295837e+001°)	(-6.78307513373351e+001dB,8.99869851155349e+001°)	(-1.34294348704497e+002dB,8.99869851155349e+001°)
3.35737614242945e+002	(-1.23292950492067e+001dB,-9.00138555467409e+001°)	(-7.88128924163688e+001dB,-9.00138555467409e+001°)	(-6.72835543558133e+001dB,8.99861393866419e+001°)	(-1.33767151722975e+002dB,8.99861393866419e+001°)
3.36511569375481e+002	(-1.17455665290679e+001dB,-9.00148187729393e+001°)	(-7.82491638962299e+001dB,-9.00148187729393e+001°)	(-6.66996263334620e+001dB,8.99851761486801e+001°)	(-1.33203223700624e+002dB,8.99851761486801e+001°)
3.37287308658859e+002	(-1.11198108772228e+001dB,-9.00159258340594e+001°)	(-7.76434082443848e+001dB,-9.00159258340594e+001°)	(-6.60736702491644e+001dB,8.99840690757688e+001°)	(-1.32597267616326e+002dB,8.99840690757688e+001°)
3.38064836205972e+002	(-1.04454961107595e+001dB,-9.00172115544420e+001°)	(-7.69890934779216e+001dB,-9.00172115544420e+001°)	(-6.53991541156269e+001dB,8.99827833435674e+001°)	(-1.31942751482789e+002dB,8.99827833435674e+001°)
3.38844156139193e+002	(-9.71443878759406e+000dB,-9.00187229872616e+001°)	(-7.62780361547561e+001dB,-9.00187229872616e+001°)	(-6.46678944863634e+001dB,8.99812718989010e+001°)	(-1.31231491853525e+002dB,8.99812718989010e+001°)
3.39625272590399e+002	(-8.91619563442967e+000dB,-9.00205252989255e+001°)	(-7.54997930015917e+001dB,-9.00205252989255e+001°)	(-6.38694480836534e+001dB,8.99794695753624e+001°)	(-1.30453045450815e+002dB,8.99794695753624e+001°)
3.40408189700991e+002	(-8.03714635173521e+000dB,-9.00227114131125e+001°)	(-7.46407437188973e+001dB,-9.00227114131125e+001°)	(-6.29901946035213e+001dB,8.99772834492727e+001°)	(-1.29593791970683e+002dB,8.99772834492727e+001°)
3.41192911621919e+002	(-7.05905800114745e+000dB,-9.00254185508847e+001°)	(-7.36826553683095e+001dB,-9.00254185508847e+001°)	(-6.20119011031375e+001dB,8.99745762995699e+001°)	(-1.28635498470300e+002dB,8.99745762995699e+001°)
3.41979442513699e+002	(-5.95673400837737e+000dB,-9.00288581982191e+001°)	(-7.26003313755394e+001dB,-9.00288581982191e+001°)	(-6.09093710037256e+001dB,8.99711366402767e+001°)	(-1.27552968370888e+002dB,8.99711366402767e+001°)
3.42767786546440e+002	(-4.69394359925612e+000dB,-9.00333742081186e+001°)	(-7.13575409664182e+001dB,-9.00333742081186e+001°)	(-5.96463735266075e+001dB,8.99666206183902e+001°)	(-1.26309970893770e+002dB,8.99666206183902e+001°)
3.43557947899865e+002	(-3.21585957148911e+000dB,-9.00395655696285e+001°)	(-6.98994569386512e+001dB,-9.00395655696285e+001°)	(-5.81680814649578e+001dB,8.99604292448652e+001°)	(-1.24851678832120e+002dB,8.99604292448652e+001°)
3.44349930763328e+002	(-1.43365102015624e+000dB,-9.00485769361819e+001°)	(-6.81372483873183e+001dB,-9.00485769361819e+001°)	(-5.63856639093038e+001dB,8.99514178662682e+001°)	(-1.23089261276466e+002dB,8.99514178662682e+001°)
3.45143739335846e+002	(8.11159156632769e-001dB,-9.00629032270821e+001°)	(-6.59124382105293e+001dB,-9.00629032270821e+001°)	(-5.41406437531807e+001dB,8.99370915632961e+001°)	(-1.20864241120343e+002dB,8.99370915632961e+001°)
3.45939377826112e+002	(3.84625408639728e+000dB,-9.00892133883266e+001°)	(-6.28973432807648e+001dB,-9.00892133883266e+001°)	(-5.11053378644726e+001dB,8.99107813899511e+001°)	(-1.17848935231635e+002dB,8.99107813899511e+001°)
3.46736850452522e+002	(8.55156727688972e+000dB,-9.01533551342629e+001°)	(-5.82120300902723e+001dB,-9.01533551342629e+001°)	(-4.63998127308084e+001dB,8.98466396318860e+001°)	(-1.13163410097970e+002dB,8.98466396318860e+001°)
3.47536161443196e+002	(1.95759069092300e+001dB,-9.05456619153556e+001°)	(-4.72076904579321e+001dB,-9.05456619153556e+001°)	(-3.53752601664274e+001dB,8.94543328386358e+001°)	(-1.02158857533589e+002dB,8.94543328386358e+001°)
3.48337315036002e+002	(1.57234110276091e+001dB,9.03501848014222e+001°)	(-5.10801863395530e+001dB,9.03501848014222e+001°)	(-3.92275421224753e+001dB,-8.96498204567726e+001°)	(-1.06031139489637e+002dB,-8.96498204567726e+001°)
3.49140315478576e+002	(7.28568045525319e+000dB,9.01325594715440e+001°)	(-5.95379169119089e+001dB,9.01325594715440e+001°)	(-4.76650577710404e+001dB,-8.98674457988658e+001°)	(-1.14488655138202e+002dB,-8.98674457988658e+001°)
3.49945167028347e+002	(3.08749926826060e+000dB,9.00817530175176e+001°)	(-6.37560980989014e+001dB,9.00817530175176e+001°)	(-5.18630230313160e+001dB,-8.99182522651359e+001°)	(-1.18706620398478e+002dB,-8.99182522651359e+001°)
3.50751873952558e+002	(2.69274746164757e-001dB,9.00591010004808e+001°)	(-6.65943226209973e+001dB,9.00591010004808e+001°)	(-5.46810306190379e+001dB,-8.99409042944453e+001°)	(-1.21544627986200e+002dB,-8.99409042944453e+001°)
3.51560440528288e+002	(-1.85515083847734e+000dB,9.00462781375430e+001°)	(-6.87387482056394e+001dB,9.00462781375430e+001°)	(-5.68052382568954e+001dB,-8.99537271696847e+001°)	(-1.23688835624057e+002dB,-8.99537271696847e+001°)
3.52370871042477e+002	(-3.56079073244430e+000dB,9.00380273640341e+001°)	(-7.04643880996064e+001dB,9.00380273640341e+001°)	(-5.85106591868905e+001dB,-8.99619779555243e+001°)	(-1.25414256554053e+002dB,-8.99619779555243e+001°)
3.53183169791947e+002	(-4.98588891955216e+000dB,9.00322733222697e+001°)	(-7.19094862867142e+001dB,9.00322733222697e+001°)	(-5.99355373880396e+001dB,-8.99677320096483e+001°)	(-1.26859134755202e+002dB,-8.99677320096483e+001°)
3.53997341083424e+002	(-6.20983974266448e+000dB,9.00280316401780e+001°)	(-7.31534371098265e+001dB,9.00280316401780e+001°)	(-6.11592671983835e+001dB,-8.99719737041289e+001°)	(-1.28102864565546e+002dB,-8.99719737041289e+001°)
3.54813389233565e+002	(-7.28247624881301e+000dB,9.00247753086576e+001°)	(-7.42460736159751e+001dB,9.00247753086576e+001°)	(-6.22316816601081e+001dB,-8.99752300480674e+001°)	(-1.29195279027270e+002dB,-8.99752300480674e+001°)
3.55631318568975e+002	(-8.23713846521431e+000dB,9.00221966975550e+001°)	(-7.52207358323763e+001dB,9.00221966975550e+001°)	(-6.31861207955604e+001dB,-8.99778086716174e+001°)	(-1.30169718162722e+002dB,-8.99778086716174e+001°)
3.56451133426234e+002	(-9.09723370758969e+000dB,9.00201041638903e+001°)	(-7.61008310747517e+001dB,9.00201041638903e+001°)	(-6.40459919155689e+001dB,-8.99799012177589e+001°)	(-1.31049589282731e+002dB,-8.99799012177589e+001°)
3.57272838151918e+002	(-9.87982812212320e+000dB,9.00183720966166e+001°)	(-7.69034254892852e+001dB,9.00183720966166e+001°)	(-6.48283611614014e+001dB,-8.99816332975388e+001°)	(-1.31851958528563e+002dB,-8.99816332975388e+001°)
3.58096437102625e+002	(-1.05977486472926e+001dB,9.00169147324033e+001°)	(-7.76413460144547e+001dB,9.00169147324033e+001°)	(-6.55460554665953e+001dB,-8.99830906742879e+001°)	(-1.32589652833757e+002dB,-8.99830906742879e+001°)
3.58921934644995e+002	(-1.12608802959827e+001dB,9.00156715155459e+001°)	(-7.83244776631447e+001dB,9.00156715155459e+001°)	(-6.62089598390714e+001dB,-8.99843339037107e+001°)	(-1.33272557206233e+002dB,-8.99843339037107e+001°)
3.59749335155732e+002	(-1.18770022700417e+001dB,9.00145984705999e+001°)	(-7.89605996372038e+001dB,9.00145984705999e+001°)	(-6.68248534756901e+001dB,-8.99854069612518e+001°)	(-1.33908450842852e+002dB,-8.99854069612518e+001°)
3.60578643021632e+002	(-1.24523466424332e+001dB,9.00136628912964e+001°)	(-7.95559440095953e+001dB,9.00136628912964e+001°)	(-6.73999684444028e+001dB,-8.99863425531801e+001°)	(-1.34503565811565e+002dB,-8.99863425531801e+001°)
3.61409862639602e+002	(-1.29919832317222e+001dB,9.00128399480735e+001°)	(-8.01155805988842e+001dB,9.00128399480735e+001°)	(-6.79393745587383e+001dB,-8.99871655090576e+001°)	(-1.35062971925900e+002dB,-8.99871655090576e+001°)
3.62242998416688e+002	(-1.35000917718682e+001dB,9.00121104515326e+001°)	(-8.06436891390303e+001dB,9.00121104515326e+001°)	(-6.84472515475955e+001dB,-8.99878950182830e+001°)	(-1.35590848914758e+002dB,-8.99878950182830e+001°)
3.63078054770090e+002	(-1.39801588002231e+001dB,9.00114593370081e+001°)	(-8.11437561673851e+001dB,9.00114593370081e+001°)	(-6.89270859432413e+001dB,-8.99885461455221e+001°)	(-1.36090683310403e+002dB,-8.99885461455221e+001°)
3.63915036127196e+002	(-1.44351229466923e+001dB,9.00108746128279e+001°)	(-8.16187203138544e+001dB,9.00108746128279e+001°)	(-6.93818163704716e+001dB,-8.99891308824468e+001°)	(-1.36565413737634e+002dB,-8.99891308824468e+001°)
3.64753946925597e+002	(-1.48674840461743e+001dB,9.00103466147712e+001°)	(-8.20710814133363e+001dB,9.00103466147712e+001°)	(-6.98139426590506e+001dB,-8.99896588932782e+001°)	(-1.37017540026213e+002dB,-8.99896588932782e+001°)
3.65594791613114e+002	(-1.52793863729455e+001dB,9.00098674675333e+001°)	(-8.25029837401076e+001dB,9.00098674675333e+001°)	(-7.02256090780955e+001dB,-8.99901380533210e+001°)	(-1.37449206445258e+002dB,-8.99901380533210e+001°)
3.66437574647822e+002	(-1.56726830296191e+001dB,9.00094306891075e+001°)	(-8.29162803967811e+001dB,9.00094306891075e+001°)	(-7.06186687250354e+001dB,-8.99905748445818e+001°)	(-1.37862266092197e+002dB,-8.99905748445818e+001°)
3.67282300498073e+002	(-1.60489863898566e+001dB,9.00090308957087e+001°)	(-8.33125837570186e+001dB,9.00090308957087e+001°)	(-7.09947339683230e+001dB,-8.99909746508462e+001°)	(-1.38258331335485e+002dB,-8.99909746508462e+001°)
3.68128973642520e+002	(-1.64097080696426e+001dB,9.00086635786399e+001°)	(-8.36933054368047e+001dB,9.00086635786399e+001°)	(-7.13552164187085e+001dB,-8.99913419808108e+001°)	(-1.38638813785871e+002dB,-8.99913419808108e+001°)
3.68977598570139e+002	(-1.67560909319871e+001dB,9.00083249334378e+001°)	(-8.40596882991491e+001dB,9.00083249334378e+001°)	(-7.17013589339420e+001dB,-8.99916806389394e+001°)	(-1.39004956301104e+002dB,-8.99916806389394e+001°)
3.69828179780255e+002	(-1.70892349575991e+001dB,9.00080117275429e+001°)	(-8.44128323247611e+001dB,9.00080117275429e+001°)	(-7.20342614894478e+001dB,-8.99919938577912e+001°)	(-1.39357858856610e+002dB,-8.99919938577912e+001°)
3.70680721782565e+002	(-1.74101183403870e+001dB,9.00077211967284e+001°)	(-8.47537157075490e+001dB,9.00077211967284e+001°)	(-7.23549022738235e+001dB,-8.99922844015933e+001°)	(-1.39698499640986e+002dB,-8.99922844015933e+001°)
3.71535229097161e+002	(-1.77196148279032e+001dB,9.00074509632494e+001°)	(-8.50832121950652e+001dB,9.00074509632494e+001°)	(-7.26641550292851e+001dB,-8.99925546480906e+001°)	(-1.40027752396447e+002dB,-8.99925546480906e+001°)
3.72391706254557e+002	(-1.80185080813387e+001dB,9.00071989705795e+001°)	(-8.54021054485007e+001dB,9.00071989705795e+001°)	(-7.29628034116616e+001dB,-8.99928066538097e+001°)	(-1.40346400778824e+002dB,-8.99928066538097e+001°)
3.73250157795709e+002	(-1.83075036494130e+001dB,9.00069634309389e+001°)	(-8.57111010165750e+001dB,9.00069634309389e+001°)	(-7.32515529642841e+001dB,-8.99930422065302e+001°)	(-1.40655150331446e+002dB,-8.99930422065302e+001°)
3.74110588272042e+002	(-1.85872390166834e+001dB,9.00067427827844e+001°)	(-8.60108363838454e+001dB,9.00067427827844e+001°)	(-7.35310411662958e+001dB,-8.99932628677956e+001°)	(-1.40954638533458e+002dB,-8.99932628677956e+001°)
3.74973002245472e+002	(-1.88582920863134e+001dB,9.00065356561195e+001°)	(-8.63018894534754e+001dB,9.00065356561195e+001°)	(-7.38018459154197e+001dB,-8.99934700076025e+001°)	(-1.41245443282582e+002dB,-8.99934700076025e+001°)
3.75837404288433e+002	(-1.91211883811753e+001dB,9.00063408439985e+001°)	(-8.65847857483373e+001dB,9.00063408439985e+001°)	(-7.40644927290612e+001dB,-8.99936648328967e+001°)	(-1.41528090096223e+002dB,-8.99936648328967e+001°)
