Freq.	-V(n001)/I(V2)	-V(n023)/I(V1)
7.92000000000000e+002	(1.33719554046449e+002dB,8.99999996516546e+001°)	(1.30700596804572e+002dB,-8.99999997493913e+001°)
7.93000000000000e+002	(1.33773998994491e+002dB,8.99999996514494e+001°)	(1.30646069806368e+002dB,-8.99999997489354e+001°)
7.94000000000000e+002	(1.33828505101524e+002dB,8.99999996512322e+001°)	(1.30591481544863e+002dB,-8.99999997484672e+001°)
7.95000000000000e+002	(1.33883074590655e+002dB,8.99999996510030e+001°)	(1.30536829796948e+002dB,-8.99999997479864e+001°)
7.96000000000000e+002	(1.33937709697611e+002dB,8.99999996507617e+001°)	(1.30482112326891e+002dB,-8.99999997474931e+001°)
7.97000000000000e+002	(1.33992412671226e+002dB,8.99999996505082e+001°)	(1.30427326885857e+002dB,-8.99999997469872e+001°)
7.98000000000000e+002	(1.34047185773925e+002dB,8.99999996502424e+001°)	(1.30372471211418e+002dB,-8.99999997464685e+001°)
7.99000000000000e+002	(1.34102031282217e+002dB,8.99999996499643e+001°)	(1.30317543027060e+002dB,-8.99999997459371e+001°)
8.00000000000000e+002	(1.34156951487201e+002dB,8.99999996496739e+001°)	(1.30262540041684e+002dB,-8.99999997453928e+001°)
8.01000000000000e+002	(1.34211948695073e+002dB,8.99999996493709e+001°)	(1.30207459949088e+002dB,-8.99999997448355e+001°)
8.02000000000000e+002	(1.34267025227643e+002dB,8.99999996490554e+001°)	(1.30152300427461e+002dB,-8.99999997442651e+001°)
8.03000000000000e+002	(1.34322183422859e+002dB,8.99999996487273e+001°)	(1.30097059138851e+002dB,-8.99999997436815e+001°)
8.04000000000000e+002	(1.34377425635341e+002dB,8.99999996483864e+001°)	(1.30041733728635e+002dB,-8.99999997430847e+001°)
8.05000000000000e+002	(1.34432754236922e+002dB,8.99999996480327e+001°)	(1.29986321824979e+002dB,-8.99999997424745e+001°)
8.06000000000000e+002	(1.34488171617196e+002dB,8.99999996476662e+001°)	(1.29930821038283e+002dB,-8.99999997418508e+001°)
8.07000000000000e+002	(1.34543680184082e+002dB,8.99999996472866e+001°)	(1.29875228960627e+002dB,-8.99999997412136e+001°)
8.08000000000000e+002	(1.34599282364389e+002dB,8.99999996468939e+001°)	(1.29819543165199e+002dB,-8.99999997405626e+001°)
8.09000000000000e+002	(1.34654980604397e+002dB,8.99999996464881e+001°)	(1.29763761205714e+002dB,-8.99999997398978e+001°)
8.10000000000000e+002	(1.34710777370445e+002dB,8.99999996460689e+001°)	(1.29707880615833e+002dB,-8.99999997392191e+001°)
8.11000000000000e+002	(1.34766675149531e+002dB,8.99999996456363e+001°)	(1.29651898908553e+002dB,-8.99999997385263e+001°)
8.12000000000000e+002	(1.34822676449923e+002dB,8.99999996451902e+001°)	(1.29595813575602e+002dB,-8.99999997378194e+001°)
8.13000000000000e+002	(1.34878783801781e+002dB,8.99999996447305e+001°)	(1.29539622086820e+002dB,-8.99999997370981e+001°)
8.14000000000000e+002	(1.34934999757789e+002dB,8.99999996442571e+001°)	(1.29483321889518e+002dB,-8.99999997363623e+001°)
8.15000000000000e+002	(1.34991326893805e+002dB,8.99999996437697e+001°)	(1.29426910407835e+002dB,-8.99999997356120e+001°)
8.16000000000000e+002	(1.35047767809516e+002dB,8.99999996432684e+001°)	(1.29370385042081e+002dB,-8.99999997348469e+001°)
8.17000000000000e+002	(1.35104325129111e+002dB,8.99999996427529e+001°)	(1.29313743168065e+002dB,-8.99999997340670e+001°)
8.18000000000000e+002	(1.35161001501966e+002dB,8.99999996422232e+001°)	(1.29256982136406e+002dB,-8.99999997332720e+001°)
8.19000000000000e+002	(1.35217799603346e+002dB,8.99999996416791e+001°)	(1.29200099271838e+002dB,-8.99999997324619e+001°)
8.20000000000000e+002	(1.35274722135113e+002dB,8.99999996411204e+001°)	(1.29143091872496e+002dB,-8.99999997316364e+001°)
8.21000000000000e+002	(1.35331771826459e+002dB,8.99999996405471e+001°)	(1.29085957209183e+002dB,-8.99999997307954e+001°)
8.22000000000000e+002	(1.35388951434650e+002dB,8.99999996399590e+001°)	(1.29028692524631e+002dB,-8.99999997299388e+001°)
8.23000000000000e+002	(1.35446263745783e+002dB,8.99999996393559e+001°)	(1.28971295032739e+002dB,-8.99999997290663e+001°)
8.24000000000000e+002	(1.35503711575569e+002dB,8.99999996387376e+001°)	(1.28913761917796e+002dB,-8.99999997281778e+001°)
8.25000000000000e+002	(1.35561297770118e+002dB,8.99999996381041e+001°)	(1.28856090333686e+002dB,-8.99999997272731e+001°)
8.26000000000000e+002	(1.35619025206759e+002dB,8.99999996374552e+001°)	(1.28798277403077e+002dB,-8.99999997263520e+001°)
8.27000000000000e+002	(1.35676896794866e+002dB,8.99999996367906e+001°)	(1.28740320216593e+002dB,-8.99999997254144e+001°)
8.28000000000000e+002	(1.35734915476707e+002dB,8.99999996361102e+001°)	(1.28682215831963e+002dB,-8.99999997244601e+001°)
8.29000000000000e+002	(1.35793084228314e+002dB,8.99999996354139e+001°)	(1.28623961273152e+002dB,-8.99999997234887e+001°)
8.30000000000000e+002	(1.35851406060370e+002dB,8.99999996347014e+001°)	(1.28565553529472e+002dB,-8.99999997225002e+001°)
8.31000000000000e+002	(1.35909884019122e+002dB,8.99999996339726e+001°)	(1.28506989554676e+002dB,-8.99999997214944e+001°)
8.32000000000000e+002	(1.35968521187308e+002dB,8.99999996332273e+001°)	(1.28448266266020e+002dB,-8.99999997204709e+001°)
8.33000000000000e+002	(1.36027320685118e+002dB,8.99999996324652e+001°)	(1.28389380543313e+002dB,-8.99999997194297e+001°)
8.34000000000000e+002	(1.36086285671163e+002dB,8.99999996316862e+001°)	(1.28330329227939e+002dB,-8.99999997183704e+001°)
8.35000000000000e+002	(1.36145419343485e+002dB,8.99999996308901e+001°)	(1.28271109121855e+002dB,-8.99999997172929e+001°)
8.36000000000000e+002	(1.36204724940576e+002dB,8.99999996300767e+001°)	(1.28211716986563e+002dB,-8.99999997161968e+001°)
8.37000000000000e+002	(1.36264205742437e+002dB,8.99999996292456e+001°)	(1.28152149542063e+002dB,-8.99999997150820e+001°)
8.38000000000000e+002	(1.36323865071650e+002dB,8.99999996283968e+001°)	(1.28092403465766e+002dB,-8.99999997139482e+001°)
8.39000000000000e+002	(1.36383706294491e+002dB,8.99999996275300e+001°)	(1.28032475391396e+002dB,-8.99999997127952e+001°)
8.40000000000000e+002	(1.36443732822061e+002dB,8.99999996266449e+001°)	(1.27972361907846e+002dB,-8.99999997116227e+001°)
8.41000000000000e+002	(1.36503948111452e+002dB,8.99999996257413e+001°)	(1.27912059558023e+002dB,-8.99999997104303e+001°)
8.42000000000000e+002	(1.36564355666942e+002dB,8.99999996248190e+001°)	(1.27851564837644e+002dB,-8.99999997092179e+001°)
8.43000000000000e+002	(1.36624959041224e+002dB,8.99999996238777e+001°)	(1.27790874194015e+002dB,-8.99999997079852e+001°)
8.44000000000000e+002	(1.36685761836665e+002dB,8.99999996229171e+001°)	(1.27729984024765e+002dB,-8.99999997067318e+001°)
8.45000000000000e+002	(1.36746767706596e+002dB,8.99999996219370e+001°)	(1.27668890676559e+002dB,-8.99999997054574e+001°)
8.46000000000000e+002	(1.36807980356648e+002dB,8.99999996209370e+001°)	(1.27607590443763e+002dB,-8.99999997041619e+001°)
8.47000000000000e+002	(1.36869403546116e+002dB,8.99999996199170e+001°)	(1.27546079567081e+002dB,-8.99999997028447e+001°)
8.48000000000000e+002	(1.36931041089358e+002dB,8.99999996188766e+001°)	(1.27484354232149e+002dB,-8.99999997015057e+001°)
8.49000000000000e+002	(1.36992896857244e+002dB,8.99999996178156e+001°)	(1.27422410568095e+002dB,-8.99999997001445e+001°)
8.50000000000000e+002	(1.37054974778639e+002dB,8.99999996167335e+001°)	(1.27360244646052e+002dB,-8.99999996987607e+001°)
8.51000000000000e+002	(1.37117278841924e+002dB,8.99999996156302e+001°)	(1.27297852477634e+002dB,-8.99999996973540e+001°)
8.52000000000000e+002	(1.37179813096571e+002dB,8.99999996145052e+001°)	(1.27235230013366e+002dB,-8.99999996959241e+001°)
8.53000000000000e+002	(1.37242581654756e+002dB,8.99999996133583e+001°)	(1.27172373141070e+002dB,-8.99999996944705e+001°)
8.54000000000000e+002	(1.37305588693020e+002dB,8.99999996121891e+001°)	(1.27109277684201e+002dB,-8.99999996929930e+001°)
8.55000000000000e+002	(1.37368838453982e+002dB,8.99999996109972e+001°)	(1.27045939400137e+002dB,-8.99999996914910e+001°)
8.56000000000000e+002	(1.37432335248099e+002dB,8.99999996097824e+001°)	(1.26982353978418e+002dB,-8.99999996899642e+001°)
8.57000000000000e+002	(1.37496083455481e+002dB,8.99999996085442e+001°)	(1.26918517038932e+002dB,-8.99999996884123e+001°)
8.58000000000000e+002	(1.37560087527757e+002dB,8.99999996072822e+001°)	(1.26854424130044e+002dB,-8.99999996868347e+001°)
8.59000000000000e+002	(1.37624351990004e+002dB,8.99999996059961e+001°)	(1.26790070726675e+002dB,-8.99999996852310e+001°)
8.60000000000000e+002	(1.37688881442728e+002dB,8.99999996046855e+001°)	(1.26725452228316e+002dB,-8.99999996836009e+001°)
8.61000000000000e+002	(1.37753680563913e+002dB,8.99999996033499e+001°)	(1.26660563956981e+002dB,-8.99999996819439e+001°)
8.62000000000000e+002	(1.37818754111123e+002dB,8.99999996019890e+001°)	(1.26595401155101e+002dB,-8.99999996802594e+001°)
8.63000000000000e+002	(1.37884106923684e+002dB,8.99999996006023e+001°)	(1.26529958983348e+002dB,-8.99999996785470e+001°)
8.64000000000000e+002	(1.37949743924921e+002dB,8.99999995991893e+001°)	(1.26464232518392e+002dB,-8.99999996768063e+001°)
8.65000000000000e+002	(1.38015670124476e+002dB,8.99999995977497e+001°)	(1.26398216750590e+002dB,-8.99999996750366e+001°)
8.66000000000000e+002	(1.38081890620693e+002dB,8.99999995962828e+001°)	(1.26331906581593e+002dB,-8.99999996732376e+001°)
8.67000000000000e+002	(1.38148410603087e+002dB,8.99999995947883e+001°)	(1.26265296821884e+002dB,-8.99999996714086e+001°)
8.68000000000000e+002	(1.38215235354887e+002dB,8.99999995932657e+001°)	(1.26198382188230e+002dB,-8.99999996695491e+001°)
8.69000000000000e+002	(1.38282370255665e+002dB,8.99999995917144e+001°)	(1.26131157301057e+002dB,-8.99999996676586e+001°)
8.70000000000000e+002	(1.38349820784051e+002dB,8.99999995901340e+001°)	(1.26063616681729e+002dB,-8.99999996657365e+001°)
8.71000000000000e+002	(1.38417592520542e+002dB,8.99999995885238e+001°)	(1.25995754749750e+002dB,-8.99999996637821e+001°)
8.72000000000000e+002	(1.38485691150395e+002dB,8.99999995868833e+001°)	(1.25927565819856e+002dB,-8.99999996617949e+001°)
8.73000000000000e+002	(1.38554122466631e+002dB,8.99999995852121e+001°)	(1.25859044099024e+002dB,-8.99999996597742e+001°)
8.74000000000000e+002	(1.38622892373134e+002dB,8.99999995835093e+001°)	(1.25790183683366e+002dB,-8.99999996577193e+001°)
8.75000000000000e+002	(1.38692006887853e+002dB,8.99999995817745e+001°)	(1.25720978554932e+002dB,-8.99999996556297e+001°)
8.76000000000000e+002	(1.38761472146123e+002dB,8.99999995800071e+001°)	(1.25651422578382e+002dB,-8.99999996535046e+001°)
8.77000000000000e+002	(1.38831294404092e+002dB,8.99999995782064e+001°)	(1.25581509497564e+002dB,-8.99999996513433e+001°)
8.78000000000000e+002	(1.38901480042282e+002dB,8.99999995763717e+001°)	(1.25511232931956e+002dB,-8.99999996491451e+001°)
8.79000000000000e+002	(1.38972035569257e+002dB,8.99999995745024e+001°)	(1.25440586372987e+002dB,-8.99999996469093e+001°)
8.80000000000000e+002	(1.39042967625442e+002dB,8.99999995725977e+001°)	(1.25369563180230e+002dB,-8.99999996446350e+001°)
8.81000000000000e+002	(1.39114282987062e+002dB,8.99999995706570e+001°)	(1.25298156577458e+002dB,-8.99999996423214e+001°)
8.82000000000000e+002	(1.39185988570235e+002dB,8.99999995686794e+001°)	(1.25226359648548e+002dB,-8.99999996399679e+001°)
8.83000000000000e+002	(1.39258091435211e+002dB,8.99999995666643e+001°)	(1.25154165333247e+002dB,-8.99999996375734e+001°)
8.84000000000000e+002	(1.39330598790761e+002dB,8.99999995646109e+001°)	(1.25081566422782e+002dB,-8.99999996351371e+001°)
8.85000000000000e+002	(1.39403517998741e+002dB,8.99999995625182e+001°)	(1.25008555555293e+002dB,-8.99999996326582e+001°)
8.86000000000000e+002	(1.39476856578815e+002dB,8.99999995603856e+001°)	(1.24935125211111e+002dB,-8.99999996301357e+001°)
8.87000000000000e+002	(1.39550622213361e+002dB,8.99999995582121e+001°)	(1.24861267707857e+002dB,-8.99999996275687e+001°)
8.88000000000000e+002	(1.39624822752566e+002dB,8.99999995559968e+001°)	(1.24786975195340e+002dB,-8.99999996249562e+001°)
8.89000000000000e+002	(1.39699466219707e+002dB,8.99999995537389e+001°)	(1.24712239650280e+002dB,-8.99999996222971e+001°)
8.90000000000000e+002	(1.39774560816647e+002dB,8.99999995514373e+001°)	(1.24637052870809e+002dB,-8.99999996195904e+001°)
8.91000000000000e+002	(1.39850114929538e+002dB,8.99999995490911e+001°)	(1.24561406470774e+002dB,-8.99999996168351e+001°)
8.92000000000000e+002	(1.39926137134746e+002dB,8.99999995466993e+001°)	(1.24485291873803e+002dB,-8.99999996140299e+001°)
8.93000000000000e+002	(1.40002636205020e+002dB,8.99999995442608e+001°)	(1.24408700307147e+002dB,-8.99999996111739e+001°)
8.94000000000000e+002	(1.40079621115893e+002dB,8.99999995417746e+001°)	(1.24331622795268e+002dB,-8.99999996082658e+001°)
8.95000000000000e+002	(1.40157101052354e+002dB,8.99999995392395e+001°)	(1.24254050153172e+002dB,-8.99999996053042e+001°)
8.96000000000000e+002	(1.40235085415784e+002dB,8.99999995366544e+001°)	(1.24175972979478e+002dB,-8.99999996022881e+001°)
8.97000000000000e+002	(1.40313583831170e+002dB,8.99999995340181e+001°)	(1.24097381649193e+002dB,-8.99999995992161e+001°)
8.98000000000000e+002	(1.40392606154632e+002dB,8.99999995313294e+001°)	(1.24018266306195e+002dB,-8.99999995960868e+001°)
8.99000000000000e+002	(1.40472162481249e+002dB,8.99999995285870e+001°)	(1.23938616855400e+002dB,-8.99999995928988e+001°)
9.00000000000000e+002	(1.40552263153217e+002dB,8.99999995257895e+001°)	(1.23858422954611e+002dB,-8.99999995896507e+001°)
9.01000000000000e+002	(1.40632918768359e+002dB,8.99999995229358e+001°)	(1.23777674006000e+002dB,-8.99999995863409e+001°)
9.02000000000000e+002	(1.40714140188988e+002dB,8.99999995200242e+001°)	(1.23696359147252e+002dB,-8.99999995829680e+001°)
9.03000000000000e+002	(1.40795938551159e+002dB,8.99999995170533e+001°)	(1.23614467242306e+002dB,-8.99999995795303e+001°)
9.04000000000000e+002	(1.40878325274324e+002dB,8.99999995140218e+001°)	(1.23531986871710e+002dB,-8.99999995760261e+001°)
9.05000000000000e+002	(1.40961312071400e+002dB,8.99999995109279e+001°)	(1.23448906322542e+002dB,-8.99999995724538e+001°)
9.06000000000000e+002	(1.41044910959299e+002dB,8.99999995077701e+001°)	(1.23365213577886e+002dB,-8.99999995688115e+001°)
9.07000000000000e+002	(1.41129134269911e+002dB,8.99999995045466e+001°)	(1.23280896305849e+002dB,-8.99999995650974e+001°)
9.08000000000000e+002	(1.41213994661596e+002dB,8.99999995012559e+001°)	(1.23195941848069e+002dB,-8.99999995613096e+001°)
9.09000000000000e+002	(1.41299505131190e+002dB,8.99999994978959e+001°)	(1.23110337207705e+002dB,-8.99999995574461e+001°)
9.10000000000000e+002	(1.41385679026563e+002dB,8.99999994944650e+001°)	(1.23024069036884e+002dB,-8.99999995535049e+001°)
9.11000000000000e+002	(1.41472530059764e+002dB,8.99999994909610e+001°)	(1.22937123623553e+002dB,-8.99999995494837e+001°)
9.12000000000000e+002	(1.41560072320778e+002dB,8.99999994873821e+001°)	(1.22849486877726e+002dB,-8.99999995453804e+001°)
9.13000000000000e+002	(1.41648320291924e+002dB,8.99999994837261e+001°)	(1.22761144317077e+002dB,-8.99999995411927e+001°)
9.14000000000000e+002	(1.41737288862960e+002dB,8.99999994799909e+001°)	(1.22672081051847e+002dB,-8.99999995369182e+001°)
9.15000000000000e+002	(1.41826993346893e+002dB,8.99999994761742e+001°)	(1.22582281769026e+002dB,-8.99999995325544e+001°)
9.16000000000000e+002	(1.41917449496569e+002dB,8.99999994722736e+001°)	(1.22491730715763e+002dB,-8.99999995280986e+001°)
9.17000000000000e+002	(1.42008673522081e+002dB,8.99999994682867e+001°)	(1.22400411681962e+002dB,-8.99999995235483e+001°)
9.18000000000000e+002	(1.42100682109028e+002dB,8.99999994642109e+001°)	(1.22308307982021e+002dB,-8.99999995189007e+001°)
9.19000000000000e+002	(1.42193492437700e+002dB,8.99999994600437e+001°)	(1.22215402435647e+002dB,-8.99999995141527e+001°)
9.20000000000000e+002	(1.42287122203229e+002dB,8.99999994557823e+001°)	(1.22121677347703e+002dB,-8.99999995093015e+001°)
9.21000000000000e+002	(1.42381589636768e+002dB,8.99999994514238e+001°)	(1.22027114487034e+002dB,-8.99999995043437e+001°)
9.22000000000000e+002	(1.42476913527772e+002dB,8.99999994469652e+001°)	(1.21931695064182e+002dB,-8.99999994992763e+001°)
9.23000000000000e+002	(1.42573113247429e+002dB,8.99999994424034e+001°)	(1.21835399707953e+002dB,-8.99999994940957e+001°)
9.24000000000000e+002	(1.42670208773343e+002dB,8.99999994377352e+001°)	(1.21738208440741e+002dB,-8.99999994887983e+001°)
9.25000000000000e+002	(1.42768220715519e+002dB,8.99999994329572e+001°)	(1.21640100652539e+002dB,-8.99999994833805e+001°)
9.26000000000000e+002	(1.42867170343756e+002dB,8.99999994280658e+001°)	(1.21541055073544e+002dB,-8.99999994778383e+001°)
9.27000000000000e+002	(1.42967079616530e+002dB,8.99999994230574e+001°)	(1.21441049745274e+002dB,-8.99999994721678e+001°)
9.28000000000000e+002	(1.43067971211473e+002dB,8.99999994179282e+001°)	(1.21340061990097e+002dB,-8.99999994663646e+001°)
9.29000000000000e+002	(1.43169868557539e+002dB,8.99999994126741e+001°)	(1.21238068379052e+002dB,-8.99999994604244e+001°)
9.30000000000000e+002	(1.43272795868997e+002dB,8.99999994072908e+001°)	(1.21135044697869e+002dB,-8.99999994543425e+001°)
9.31000000000000e+002	(1.43376778181347e+002dB,8.99999994017741e+001°)	(1.21030965911044e+002dB,-8.99999994481141e+001°)
9.32000000000000e+002	(1.43481841389313e+002dB,8.99999993961193e+001°)	(1.20925806123851e+002dB,-8.99999994417341e+001°)
9.33000000000000e+002	(1.43588012287054e+002dB,8.99999993903215e+001°)	(1.20819538542124e+002dB,-8.99999994351972e+001°)
9.34000000000000e+002	(1.43695318610741e+002dB,8.99999993843758e+001°)	(1.20712135429691e+002dB,-8.99999994284978e+001°)
9.35000000000000e+002	(1.43803789083686e+002dB,8.99999993782769e+001°)	(1.20603568063236e+002dB,-8.99999994216302e+001°)
9.36000000000000e+002	(1.43913453464183e+002dB,8.99999993720191e+001°)	(1.20493806684462e+002dB,-8.99999994145882e+001°)
9.37000000000000e+002	(1.44024342596294e+002dB,8.99999993655967e+001°)	(1.20382820449302e+002dB,-8.99999994073654e+001°)
9.38000000000000e+002	(1.44136488463766e+002dB,8.99999993590036e+001°)	(1.20270577374008e+002dB,-8.99999993999551e+001°)
9.39000000000000e+002	(1.44249924247337e+002dB,8.99999993522332e+001°)	(1.20157044277837e+002dB,-8.99999993923502e+001°)
9.40000000000000e+002	(1.44364684385682e+002dB,8.99999993452790e+001°)	(1.20042186722109e+002dB,-8.99999993845434e+001°)
9.41000000000000e+002	(1.44480804640276e+002dB,8.99999993381337e+001°)	(1.19925968945348e+002dB,-8.99999993765266e+001°)
9.42000000000000e+002	(1.44598322164486e+002dB,8.99999993307899e+001°)	(1.19808353794182e+002dB,-8.99999993682919e+001°)
9.43000000000000e+002	(1.44717275577226e+002dB,8.99999993232398e+001°)	(1.19689302649694e+002dB,-8.99999993598304e+001°)
9.44000000000000e+002	(1.44837705041542e+002dB,8.99999993154749e+001°)	(1.19568775348835e+002dB,-8.99999993511330e+001°)
9.45000000000000e+002	(1.44959652348521e+002dB,8.99999993074866e+001°)	(1.19446730100513e+002dB,-8.99999993421902e+001°)
9.46000000000000e+002	(1.45083161006984e+002dB,8.99999992992657e+001°)	(1.19323123395905e+002dB,-8.99999993329917e+001°)
9.47000000000000e+002	(1.45208276339415e+002dB,8.99999992908023e+001°)	(1.19197909912523e+002dB,-8.99999993235268e+001°)
9.48000000000000e+002	(1.45335045584685e+002dB,8.99999992820861e+001°)	(1.19071042411491e+002dB,-8.99999993137842e+001°)
9.49000000000000e+002	(1.45463518008146e+002dB,8.99999992731063e+001°)	(1.18942471627456e+002dB,-8.99999993037518e+001°)
9.50000000000000e+002	(1.45593745019719e+002dB,8.99999992638512e+001°)	(1.18812146150492e+002dB,-8.99999992934169e+001°)
9.51000000000000e+002	(1.45725780300729e+002dB,8.99999992543086e+001°)	(1.18680012299271e+002dB,-8.99999992827661e+001°)
9.52000000000000e+002	(1.45859679940221e+002dB,8.99999992444656e+001°)	(1.18546013984743e+002dB,-8.99999992717851e+001°)
9.53000000000000e+002	(1.45995502581669e+002dB,8.99999992343083e+001°)	(1.18410092563432e+002dB,-8.99999992604587e+001°)
9.54000000000000e+002	(1.46133309581008e+002dB,8.99999992238222e+001°)	(1.18272186679399e+002dB,-8.99999992487708e+001°)
9.55000000000000e+002	(1.46273165177080e+002dB,8.99999992129916e+001°)	(1.18132232093798e+002dB,-8.99999992367043e+001°)
9.56000000000000e+002	(1.46415136675658e+002dB,8.99999992018000e+001°)	(1.17990161500853e+002dB,-8.99999992242409e+001°)
9.57000000000000e+002	(1.46559294648398e+002dB,8.99999991902297e+001°)	(1.17845904328906e+002dB,-8.99999992113613e+001°)
9.58000000000000e+002	(1.46705713148165e+002dB,8.99999991782619e+001°)	(1.17699386525085e+002dB,-8.99999991980446e+001°)
9.59000000000000e+002	(1.46854469942397e+002dB,8.99999991658765e+001°)	(1.17550530321950e+002dB,-8.99999991842690e+001°)
9.60000000000000e+002	(1.47005646766351e+002dB,8.99999991530520e+001°)	(1.17399253984241e+002dB,-8.99999991700105e+001°)
9.61000000000000e+002	(1.47159329598278e+002dB,8.99999991397655e+001°)	(1.17245471533702e+002dB,-8.99999991552441e+001°)
9.62000000000000e+002	(1.47315608958883e+002dB,8.99999991259923e+001°)	(1.17089092449625e+002dB,-8.99999991399426e+001°)
9.63000000000000e+002	(1.47474580237652e+002dB,8.99999991117059e+001°)	(1.16930021342522e+002dB,-8.99999991240770e+001°)
9.64000000000000e+002	(1.47636344049007e+002dB,8.99999990968782e+001°)	(1.16768157597966e+002dB,-8.99999991076160e+001°)
9.65000000000000e+002	(1.47801006621633e+002dB,8.99999990814785e+001°)	(1.16603394987268e+002dB,-8.99999990905262e+001°)
9.66000000000000e+002	(1.47968680224729e+002dB,8.99999990654741e+001°)	(1.16435621241226e+002dB,-8.99999990727714e+001°)
9.67000000000000e+002	(1.48139483635495e+002dB,8.99999990488295e+001°)	(1.16264717582636e+002dB,-8.99999990543127e+001°)
9.68000000000000e+002	(1.48313542652713e+002dB,8.99999990315065e+001°)	(1.16090558212713e+002dB,-8.99999990351080e+001°)
9.69000000000000e+002	(1.48490990662000e+002dB,8.99999990134639e+001°)	(1.15913009745837e+002dB,-8.99999990151120e+001°)
9.70000000000000e+002	(1.48671969259096e+002dB,8.99999989946569e+001°)	(1.15731930586262e+002dB,-8.99999989942754e+001°)
9.71000000000000e+002	(1.48856628938493e+002dB,8.99999989750370e+001°)	(1.15547170239494e+002dB,-8.99999989725449e+001°)
9.72000000000000e+002	(1.49045129855782e+002dB,8.99999989545514e+001°)	(1.15358568549939e+002dB,-8.99999989498623e+001°)
9.73000000000000e+002	(1.49237642673419e+002dB,8.99999989331426e+001°)	(1.15165954855135e+002dB,-8.99999989261646e+001°)
9.74000000000000e+002	(1.49434349501107e+002dB,8.99999989107482e+001°)	(1.14969147045378e+002dB,-8.99999989013828e+001°)
9.75000000000000e+002	(1.49635444943762e+002dB,8.99999988872998e+001°)	(1.14767950515747e+002dB,-8.99999988754419e+001°)
9.76000000000000e+002	(1.49841137272211e+002dB,8.99999988627224e+001°)	(1.14562156995412e+002dB,-8.99999988482593e+001°)
9.77000000000000e+002	(1.50051649734267e+002dB,8.99999988369338e+001°)	(1.14351543236556e+002dB,-8.99999988197448e+001°)
9.78000000000000e+002	(1.50267222026879e+002dB,8.99999988098439e+001°)	(1.14135869542226e+002dB,-8.99999987897989e+001°)
9.79000000000000e+002	(1.50488111953712e+002dB,8.99999987813530e+001°)	(1.13914878108752e+002dB,-8.99999987583123e+001°)
9.80000000000000e+002	(1.50714597296903e+002dB,8.99999987513512e+001°)	(1.13688291153997e+002dB,-8.99999987251638e+001°)
9.81000000000000e+002	(1.50946977937082e+002dB,8.99999987197167e+001°)	(1.13455808797325e+002dB,-8.99999986902197e+001°)
9.82000000000000e+002	(1.51185578262265e+002dB,8.99999986863143e+001°)	(1.13217106650715e+002dB,-8.99999986533310e+001°)
9.83000000000000e+002	(1.51430749914169e+002dB,8.99999986509933e+001°)	(1.12971833072450e+002dB,-8.99999986143323e+001°)
9.84000000000000e+002	(1.51682874930303e+002dB,8.99999986135857e+001°)	(1.12719606025014e+002dB,-8.99999985730383e+001°)
9.85000000000000e+002	(1.51942369352325e+002dB,8.99999985739028e+001°)	(1.12460009466747e+002dB,-8.99999985292419e+001°)
9.86000000000000e+002	(1.52209687386236e+002dB,8.99999985317329e+001°)	(1.12192589191643e+002dB,-8.99999984827100e+001°)
9.87000000000000e+002	(1.52485326218871e+002dB,8.99999984868369e+001°)	(1.11916848012865e+002dB,-8.99999984331795e+001°)
9.88000000000000e+002	(1.52769831619026e+002dB,8.99999984389441e+001°)	(1.11632240161613e+002dB,-8.99999983803528e+001°)
9.89000000000000e+002	(1.53063804481750e+002dB,8.99999983877467e+001°)	(1.11338164742833e+002dB,-8.99999983238914e+001°)
9.90000000000000e+002	(1.53367908513069e+002dB,8.99999983328935e+001°)	(1.11033958050496e+002dB,-8.99999982634086e+001°)
9.91000000000000e+002	(1.53682879302254e+002dB,8.99999982739812e+001°)	(1.10718884495327e+002dB,-8.99999981984612e+001°)
9.92000000000000e+002	(1.54009535093570e+002dB,8.99999982105453e+001°)	(1.10392125833059e+002dB,-8.99999981285380e+001°)
9.93000000000000e+002	(1.54348789654489e+002dB,8.99999981420476e+001°)	(1.10052768296215e+002dB,-8.99999980530470e+001°)
9.94000000000000e+002	(1.54701667749823e+002dB,8.99999980678607e+001°)	(1.09699787119977e+002dB,-8.99999979712982e+001°)
9.95000000000000e+002	(1.55069323881979e+002dB,8.99999979872494e+001°)	(1.09332027801938e+002dB,-8.99999978824827e+001°)
9.96000000000000e+002	(1.55453065161085e+002dB,8.99999978993458e+001°)	(1.08948183231965e+002dB,-8.99999977856459e+001°)
9.97000000000000e+002	(1.55854379447770e+002dB,8.99999978031184e+001°)	(1.08546765549424e+002dB,-8.99999976796532e+001°)
9.98000000000000e+002	(1.56274970298062e+002dB,8.99999976973318e+001°)	(1.08126071198287e+002dB,-8.99999975631454e+001°)
9.99000000000000e+002	(1.56716800783978e+002dB,8.99999975804927e+001°)	(1.07684137106528e+002dB,-8.99999974344803e+001°)
1.00000000000000e+003	(1.57182149040515e+002dB,8.99999974507805e+001°)	(1.07218685139149e+002dB,-8.99999972916548e+001°)
1.00100000000000e+003	(1.57673679518516e+002dB,8.99999973059507e+001°)	(1.06727050845305e+002dB,-8.99999971322002e+001°)
1.00200000000000e+003	(1.58194535593582e+002dB,8.99999971432055e+001°)	(1.06206090849387e+002dB,-8.99999969530389e+001°)
